"","Gpus","Apps","InputSize","ThreadBlock","Measured","Predicted","accuracy","Min","max","Mean","Median","SD","mse","mae","mape"
"1","GTX-680","matMul_SM_coalesced",256,16,0.001177986,0.000868804808244474,0.737534069373044,0.556972871409327,1.21452672986123,0.878479077909086,0.888268312109569,0.116006936762301,0.157908474145849,0.151601240515221,16.9803323916142
"2","GTX-680","matMul_SM_coalesced",512,16,0.010689,0.0059534830224943,0.556972871409327,0.556972871409327,1.21452672986123,0.878479077909086,0.888268312109569,0.116006936762301,0.157908474145849,0.151601240515221,16.9803323916142
"3","GTX-680","matMul_SM_coalesced",768,16,0.036016,0.0280676114047516,0.779309512570845,0.556972871409327,1.21452672986123,0.878479077909086,0.888268312109569,0.116006936762301,0.157908474145849,0.151601240515221,16.9803323916142
"4","GTX-680","matMul_SM_coalesced",1024,16,0.084985,0.0607214099228269,0.714495615965487,0.556972871409327,1.21452672986123,0.878479077909086,0.888268312109569,0.116006936762301,0.157908474145849,0.151601240515221,16.9803323916142
"5","GTX-680","matMul_SM_coalesced",1280,16,0.165926,0.125095794177779,0.753925208694112,0.556972871409327,1.21452672986123,0.878479077909086,0.888268312109569,0.116006936762301,0.157908474145849,0.151601240515221,16.9803323916142
"6","GTX-680","matMul_SM_coalesced",1536,16,0.275292,0.204413941736801,0.742534987347256,0.556972871409327,1.21452672986123,0.878479077909086,0.888268312109569,0.116006936762301,0.157908474145849,0.151601240515221,16.9803323916142
"7","GTX-680","matMul_SM_coalesced",1792,16,0.439716,0.315023022896511,0.716423834694465,0.556972871409327,1.21452672986123,0.878479077909086,0.888268312109569,0.116006936762301,0.157908474145849,0.151601240515221,16.9803323916142
"8","GTX-680","matMul_SM_coalesced",2048,16,0.654899,0.432066588848973,0.659745378827839,0.556972871409327,1.21452672986123,0.878479077909086,0.888268312109569,0.116006936762301,0.157908474145849,0.151601240515221,16.9803323916142
"9","GTX-680","matMul_SM_coalesced",2304,16,0.933446,0.662911438800559,0.710176527405505,0.556972871409327,1.21452672986123,0.878479077909086,0.888268312109569,0.116006936762301,0.157908474145849,0.151601240515221,16.9803323916142
"10","GTX-680","matMul_SM_coalesced",2560,16,1.281488,0.87315020244497,0.681356518707136,0.556972871409327,1.21452672986123,0.878479077909086,0.888268312109569,0.116006936762301,0.157908474145849,0.151601240515221,16.9803323916142
