"","Gpus","Apps","InputSize","ThreadBlock","Measured","Predicted","accuracy","Min","max","Mean","Median","SD","mse","mae","mape"
"1","GTX-680","matMul_SM_coalesced",256,16,0.001177986,0.000933412166831495,0.792379677544126,0.697224399421049,1.23631800768429,0.865889722267246,0.831042048737384,0.12847410625534,0.190076893525005,0.156827868722835,21.1854326496352
"2","GTX-680","matMul_SM_coalesced",512,16,0.010689,0.00745263160541159,0.697224399421049,0.697224399421049,1.23631800768429,0.865889722267246,0.831042048737384,0.12847410625534,0.190076893525005,0.156827868722835,21.1854326496352
"3","GTX-680","matMul_SM_coalesced",768,16,0.036016,0.0251228311001947,0.697546398828153,0.697224399421049,1.23631800768429,0.865889722267246,0.831042048737384,0.12847410625534,0.190076893525005,0.156827868722835,21.1854326496352
"4","GTX-680","matMul_SM_coalesced",1024,16,0.084985,0.0595139622780054,0.700287842301646,0.697224399421049,1.23631800768429,0.865889722267246,0.831042048737384,0.12847410625534,0.190076893525005,0.156827868722835,21.1854326496352
"5","GTX-680","matMul_SM_coalesced",1280,16,0.165926,0.116176866831667,0.700172768774437,0.697224399421049,1.23631800768429,0.865889722267246,0.831042048737384,0.12847410625534,0.190076893525005,0.156827868722835,21.1854326496352
"6","GTX-680","matMul_SM_coalesced",1536,16,0.275292,0.200673566914281,0.728948051212098,0.697224399421049,1.23631800768429,0.865889722267246,0.831042048737384,0.12847410625534,0.190076893525005,0.156827868722835,21.1854326496352
"7","GTX-680","matMul_SM_coalesced",1792,16,0.439716,0.318552446031789,0.724450431714537,0.697224399421049,1.23631800768429,0.865889722267246,0.831042048737384,0.12847410625534,0.190076893525005,0.156827868722835,21.1854326496352
"8","GTX-680","matMul_SM_coalesced",2048,16,0.654899,0.475370754486587,0.725868804940283,0.697224399421049,1.23631800768429,0.865889722267246,0.831042048737384,0.12847410625534,0.190076893525005,0.156827868722835,21.1854326496352
"9","GTX-680","matMul_SM_coalesced",2304,16,0.933446,0.676673597149162,0.724919917326939,0.697224399421049,1.23631800768429,0.865889722267246,0.831042048737384,0.12847410625534,0.190076893525005,0.156827868722835,21.1854326496352
"10","GTX-680","matMul_SM_coalesced",2560,16,1.281488,0.928012489661434,0.724167912349889,0.697224399421049,1.23631800768429,0.865889722267246,0.831042048737384,0.12847410625534,0.190076893525005,0.156827868722835,21.1854326496352
"11","GTX-680","matMul_SM_coalesced",2816,16,1.709266,1.23493322663045,0.722493296321606,0.697224399421049,1.23631800768429,0.865889722267246,0.831042048737384,0.12847410625534,0.190076893525005,0.156827868722835,21.1854326496352
"12","GTX-680","matMul_SM_coalesced",3072,16,2.213871,1.60299003890311,0.72406659597741,0.697224399421049,1.23631800768429,0.865889722267246,0.831042048737384,0.12847410625534,0.190076893525005,0.156827868722835,21.1854326496352
"13","GTX-680","matMul_SM_coalesced",3328,16,2.823254,2.03772269021606,0.721763854834194,0.697224399421049,1.23631800768429,0.865889722267246,0.831042048737384,0.12847410625534,0.190076893525005,0.156827868722835,21.1854326496352
"14","GTX-680","matMul_SM_coalesced",3584,16,3.521898,2.54467552904612,0.722529593147252,0.697224399421049,1.23631800768429,0.865889722267246,0.831042048737384,0.12847410625534,0.190076893525005,0.156827868722835,21.1854326496352
"15","GTX-680","matMul_SM_coalesced",3840,16,4.348581,3.12939201808493,0.719635213897346,0.697224399421049,1.23631800768429,0.865889722267246,0.831042048737384,0.12847410625534,0.190076893525005,0.156827868722835,21.1854326496352
"16","GTX-680","matMul_SM_coalesced",4096,16,5.251682,3.79741479786153,0.72308544155216,0.697224399421049,1.23631800768429,0.865889722267246,0.831042048737384,0.12847410625534,0.190076893525005,0.156827868722835,21.1854326496352
"17","GTX-680","matMul_SM_coalesced",4352,16,6.3177,4.55428574183284,0.72087717711079,0.697224399421049,1.23631800768429,0.865889722267246,0.831042048737384,0.12847410625534,0.190076893525005,0.156827868722835,21.1854326496352
"18","GTX-680","matMul_SM_coalesced",4608,16,7.495728,5.40554600455189,0.721150234447126,0.697224399421049,1.23631800768429,0.865889722267246,0.831042048737384,0.12847410625534,0.190076893525005,0.156827868722835,21.1854326496352
"19","GTX-680","matMul_SM_coalesced",4864,16,8.825136,6.35673606414297,0.720298935239408,0.697224399421049,1.23631800768429,0.865889722267246,0.831042048737384,0.12847410625534,0.190076893525005,0.156827868722835,21.1854326496352
"20","GTX-680","matMul_SM_coalesced",5120,16,10.280783,7.41339576003675,0.721092523792862,0.697224399421049,1.23631800768429,0.865889722267246,0.831042048737384,0.12847410625534,0.190076893525005,0.156827868722835,21.1854326496352
"33","GTX-680","matMul_SM_coalesced",256,64,0.000271811,0.000226868546900414,0.834655502906114,0.697224399421049,1.23631800768429,0.865889722267246,0.831042048737384,0.12847410625534,0.190076893525005,0.156827868722835,21.1854326496352
"34","GTX-680","matMul_SM_coalesced",512,64,0.002197406,0.00180549356461709,0.821647690329913,0.697224399421049,1.23631800768429,0.865889722267246,0.831042048737384,0.12847410625534,0.190076893525005,0.156827868722835,21.1854326496352
"35","GTX-680","matMul_SM_coalesced",768,64,0.007433022,0.00608255177969216,0.818314782290724,0.697224399421049,1.23631800768429,0.865889722267246,0.831042048737384,0.12847410625534,0.190076893525005,0.156827868722835,21.1854326496352
"36","GTX-680","matMul_SM_coalesced",1024,64,0.017558,0.0144049415134398,0.820420407417689,0.697224399421049,1.23631800768429,0.865889722267246,0.831042048737384,0.12847410625534,0.190076893525005,0.156827868722835,21.1854326496352
"37","GTX-680","matMul_SM_coalesced",1280,64,0.034728,0.0281171267073736,0.809638525321745,0.697224399421049,1.23631800768429,0.865889722267246,0.831042048737384,0.12847410625534,0.190076893525005,0.156827868722835,21.1854326496352
"38","GTX-680","matMul_SM_coalesced",1536,64,0.060282,0.0485622590552881,0.805584735995623,0.697224399421049,1.23631800768429,0.865889722267246,0.831042048737384,0.12847410625534,0.190076893525005,0.156827868722835,21.1854326496352
"39","GTX-680","matMul_SM_coalesced",1792,64,0.094731,0.0770834590947903,0.813708913605793,0.697224399421049,1.23631800768429,0.865889722267246,0.831042048737384,0.12847410625534,0.190076893525005,0.156827868722835,21.1854326496352
"40","GTX-680","matMul_SM_coalesced",2048,64,0.14103,0.115031395279062,0.815651955463814,0.697224399421049,1.23631800768429,0.865889722267246,0.831042048737384,0.12847410625534,0.190076893525005,0.156827868722835,21.1854326496352
"41","GTX-680","matMul_SM_coalesced",2304,64,0.204274,0.163748988397383,0.801614441374735,0.697224399421049,1.23631800768429,0.865889722267246,0.831042048737384,0.12847410625534,0.190076893525005,0.156827868722835,21.1854326496352
"42","GTX-680","matMul_SM_coalesced",2560,64,0.284864,0.224565449526217,0.788325128925441,0.697224399421049,1.23631800768429,0.865889722267246,0.831042048737384,0.12847410625534,0.190076893525005,0.156827868722835,21.1854326496352
"43","GTX-680","matMul_SM_coalesced",2816,64,0.381032,0.298836150490988,0.784280980313959,0.697224399421049,1.23631800768429,0.865889722267246,0.831042048737384,0.12847410625534,0.190076893525005,0.156827868722835,21.1854326496352
"44","GTX-680","matMul_SM_coalesced",3072,64,0.489206,0.387897535718905,0.792912465748386,0.697224399421049,1.23631800768429,0.865889722267246,0.831042048737384,0.12847410625534,0.190076893525005,0.156827868722835,21.1854326496352
"45","GTX-680","matMul_SM_coalesced",3328,64,0.638776,0.493091719838276,0.771932132450617,0.697224399421049,1.23631800768429,0.865889722267246,0.831042048737384,0.12847410625534,0.190076893525005,0.156827868722835,21.1854326496352
