256,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,81.967019,0.170699,0.974627,13.588847,52.708255,81.967019,0.170699,2.749079,0.000000,2.679785,0.000000,0.000000,0.000000,61.593765,528.459455,421.666044,108.710777,0.000000,0.000000,12.500000,12.500000,99.972696,0.000000,108.710777,0.000000,0.000000,100.000000,0.000000,0.639835,2973.000000,15.426893,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,17301504,65536,0,5,0,9573,82134,17302301,66343,0.000000,0.000000,0.000000,0.000000,108.715785,426.858374,0.000000,32.942383,99.899092,277934,270336,17385896,1050624,33554432,0,0,16777216,0,0,0,0,0,0.658811,1.556506,1.697434,0.000000,0.000000,0.040726,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (1)","Low (1)","Idle (0)",6088704,22827031,22014305,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,126484480,0,8454144,33619968,9306112,0,0.000000,0,0.000000,17301504,65536,0,421.666044,0,32751,210.723642,30.458121,0.013780,0.200777,0.000000,17.223544,48.351080,29.560320,0.000000
512,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,98.275090,0.170164,0.985379,16.315794,31.642753,98.275090,0.170164,2.755065,0.000000,2.687680,0.000000,0.000000,0.000000,308.107400,72.458311,253.142022,130.526355,0.000000,0.000000,12.500000,12.500000,99.889544,0.000000,130.526355,0.000000,0.000297,100.000000,0.000000,0.638988,5917.000000,15.414454,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,138412032,262144,0,7,0,319064,75035,138426052,263781,0.000000,0.000000,0.000000,0.000000,130.539577,254.722808,0.000000,6.920898,99.949299,2168855,2129920,138765809,8396800,268435456,0,0,134217728,0,0,0,0,0,0.651774,1.527921,1.701641,0.000000,0.000000,0.038779,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (1)","Low (1)","Idle (0)",48472064,182020407,175636730,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,1009254400,0,67371008,268697600,70778880,0,0.000000,0,0.000000,138412032,262556,0,253.539874,0,193841,187.184535,29.993774,0.001711,0.241171,0.000000,16.959115,49.125285,30.528593,0.000000
768,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,96.611124,0.169962,0.989385,16.122964,20.845852,96.611124,0.169962,2.759512,0.000000,2.690328,0.000000,0.000000,0.000000,0.983802,51.809271,166.766816,128.983709,0.000000,0.000000,12.500000,12.500000,99.622991,0.000000,128.983709,0.000000,0.000000,100.000000,0.000000,0.638927,8861.000000,15.414976,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,467140608,589824,0,8,0,3563038,183240,467172080,594933,0.000000,0.000000,0.000000,0.000000,128.992399,168.211334,0.000000,2.315430,99.966144,7245830,7151616,468304365,28329984,905969664,0,0,452984832,0,0,0,0,0,0.656327,1.526621,1.698214,0.000000,0.000000,0.038408,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (1)","Low (1)","Idle (0)",163325952,614025878,592546003,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,3403284480,0,227082240,906559488,234749952,0,0.000000,0,0.000000,467140608,589824,0,166.766816,0,1855997,524.764524,29.767594,0.000502,0.237198,0.000000,16.999531,49.312802,30.632907,0.000000
1024,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,98.476469,0.169847,0.983061,16.375287,15.879066,98.476469,0.169847,2.760850,0.000000,2.691656,0.000000,0.000000,0.000000,1.069252,34.230876,127.032525,131.002292,0.000000,0.000000,12.500000,12.500000,99.595753,0.000000,131.002292,0.000000,0.000000,100.000000,0.000000,0.638769,11805.000000,15.411554,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,1107296256,1048576,0,5,0,9037849,282555,1052081690,1052203,0.000000,0.000000,0.000000,0.000000,124.469953,127.471928,0.000000,635.000000,99.974587,17119711,16908288,1109756052,67141632,2147483648,0,0,1073741824,0,0,0,0,0,0.653957,1.529883,1.706196,0.000000,0.000000,0.038518,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (1)","Low (1)","Idle (0)",386826240,1454795540,1403993868,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,8063549440,0,537919488,2148532224,551550976,0,0.000000,0,0.000000,1107296256,1048576,0,127.032525,0,4633079,561.286666,29.715352,0.000209,0.241808,0.000000,17.037793,49.318091,30.555304,0.000000
1280,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.261979,0.169772,0.977005,16.488636,12.791183,99.261979,0.169772,2.761746,0.000000,2.692454,0.000000,0.000000,0.000000,1.070139,28.761052,102.329473,131.909088,0.000000,0.000000,12.500000,12.500000,99.598017,0.000000,131.909088,0.000000,0.000000,100.000000,0.000000,0.638705,14749.000000,15.409492,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,2162688000,1638400,0,5,0,17545245,460494,2162833416,1648090,0.000000,0.000000,0.000000,0.000000,131.917957,102.934682,0.000000,327.000000,99.979660,33509187,32972800,2166995451,131123200,4194304000,0,0,2097152000,0,0,0,0,0,0.653162,1.533670,1.708856,0.000000,0.000000,0.038482,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (1)","Low (1)","Idle (0)",755148800,2840913291,2741610114,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,15745024000,0,1050214400,4195942400,1071513600,0,0.000000,0,0.000000,2162688000,1638400,0,102.329473,0,8943346,558.574154,29.889015,0.000109,0.243755,0.000000,17.092233,49.084473,30.320775,0.000000
1536,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.534565,0.169752,0.978996,16.538987,10.691870,99.534565,0.169752,2.762179,0.000000,2.692986,0.000000,0.000000,0.000000,1.074129,25.082600,85.534961,132.311893,0.000000,0.000000,12.500000,12.500000,99.598439,0.000000,132.311893,0.000000,0.000000,100.000000,0.000000,0.638733,17693.000000,15.409926,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,3737124864,2359296,0,2,0,30338585,691849,3737388953,2378562,0.000000,0.000000,0.000000,0.000000,132.321243,86.233438,0.000000,76.000000,99.983044,58083896,56918016,3743950975,226566144,7247757312,0,0,3623878656,0,0,0,0,0,0.657410,1.540785,1.714207,0.000000,0.000000,0.038582,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (1)","Low (1)","Idle (0)",1304469504,4907647441,4736364367,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,27202682880,0,1814298624,7250116608,1844969472,0,0.000000,0,0.000000,3737124864,2359296,0,85.534961,0,15478224,561.154380,29.756235,0.000063,0.244471,0.000000,17.176850,49.115868,30.194834,0.000000
1792,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.658926,0.169753,0.984168,16.562530,9.177505,99.658926,0.169753,2.762710,0.000000,2.693366,0.000000,0.000000,0.000000,1.069679,18.627587,73.420045,132.500238,0.000000,0.000000,12.500000,12.500000,99.599514,0.000000,132.500238,0.000000,0.000001,100.000000,0.000000,0.638664,20637.000000,15.409721,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,5934415872,3211264,0,2,0,47908736,814738,5934818759,3220515,0.000000,0.000000,0.000000,0.000000,132.509233,73.631553,0.000000,47.000000,99.985463,91630026,90316800,5944466188,359761920,11509170176,0,0,5754585088,0,0,0,0,0,0.650846,1.529903,1.699001,0.000000,0.000000,0.038236,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (1)","Low (1)","Idle (0)",2070964224,7791644928,7519888782,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,43191500800,0,2880503808,11512381440,2922250240,0,0.000000,0,0.000000,5934415872,3211328,0,73.421508,0,24178958,552.810415,29.720246,0.000039,0.244834,0.000000,17.062092,49.299636,30.521635,0.000000
2048,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.736712,0.169694,"<OVERFLOW>",16.572054,8.034935,99.736712,0.169694,2.762880,0.000000,2.693652,0.000000,0.000000,0.000000,1.075876,16.222956,64.279483,132.576433,0.000000,0.000000,12.500000,12.500000,99.596716,0.000000,132.576433,0.000000,0.000001,100.000000,0.000000,0.638637,23581.000000,15.407936,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,8858370048,4194304,0,0,0,71886886,1058565,8859012241,4200042,0.000000,0.000000,0.000000,0.000000,132.586045,64.367419,0.000000,0.000000,99.987278,137049379,134742016,8873076206,537001984,17179869184,0,0,8589934592,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Mid (4)","Idle (0)","Low (1)","Idle (0)","Mid (5)","Low (1)","Low (1)","Idle (0)",3090808832,11630344255,11224676577,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,64466452480,0,4299161600,17184063488,4353687552,0,0.000000,0,0.000000,8858370048,4194436,0,64.281506,0,36080259,552.945230,"<OVERFLOW>","<OVERFLOW>",0.244986,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
2304,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.732325,0.169653,"<OVERFLOW>",16.570715,7.141587,99.732325,0.169653,2.763462,0.000000,2.693874,0.000000,0.000000,0.000000,1.095165,16.804695,57.132702,132.565724,0.000000,0.000000,12.500000,12.500000,99.588375,0.000000,132.565724,0.000000,0.000000,100.000000,0.000000,0.638464,26525.000000,15.404591,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,12612796416,5308416,0,9,0,104198033,1561388,12613721591,5404234,0.000000,0.000000,0.000000,0.000000,132.575448,58.163960,0.000000,101.000000,99.988690,196231897,191766528,12633512023,764577792,24461180928,0,0,12230590464,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (1)","Low (1)","Idle (0)",4400179200,16559908644,15981823228,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,91782512640,0,6120603648,24466489344,6189613056,0,0.000000,0,0.000000,12612796416,5308416,0,57.132702,0,55318736,595.377018,"<OVERFLOW>","<OVERFLOW>",0.244948,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
2560,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.864002,0.169667,"<OVERFLOW>",16.594949,6.436829,99.864002,0.169667,2.764669,0.000000,2.694051,0.000000,0.000000,0.000000,1.167825,16.038012,51.494629,132.759592,0.000000,0.000000,12.500000,12.500000,99.565274,0.000000,132.759592,0.000000,0.000000,100.000000,0.000000,0.638702,29469.000000,15.408731,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,17301504000,6553600,0,5,0,152193339,2041120,17302698536,6735278,0.000000,0.000000,0.000000,0.000000,132.768758,52.922156,0.000000,41.000000,99.989820,268392927,262963200,17328617689,1048780800,33554432000,0,0,16777216000,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (1)","Low (1)","Idle (0)",6035251200,22719574885,21924454910,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,125894656000,0,8395161600,33560985600,8480358400,0,0.000000,0,0.000000,17301504000,6553600,0,51.494629,0,76324098,599.713308,"<OVERFLOW>","<OVERFLOW>",0.245316,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
