2816,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.957239,1.248710,0.999281,30.875115,179.637032,99.957239,1.248710,0.114368,0.090512,0.000000,0.000000,0.000000,0.000000,20.357702,224.144331,179.637032,30.875115,0.000000,65.807441,100.000000,100.000000,49.685793,0.000000,29.331409,0.000000,"<INVALID>",100.000000,0.000000,1.391408,7778.000000,32.979197,0.000000,0.000000,1.200000,1.073152,1.000000,1.000000,0,0,1046740992,46804686,43614208,247808,0,7,0,115029213,1236822,174506633,991247,0.000000,0.000000,1482.005518,66.267399,30.883929,179.639750,0.000000,1.298828,99.974286,67606371,65916928,1178988377,959760384,44660948992,0,0,22330474496,0,0,0,0,0,3.506101,10.376072,6.005716,0.000000,12.842641,0.114990,"High (8)","Low (1)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",1927450624,2147876869,2036362437,0.000000,0,0.000000,0.000000,0.000000,0.000000,22330474496,0,6407323648,0,697827328,30712332288,1514602496,0,0.000000,0,0.000000,165734272,991232,0,179.637032,0,23105614,4.089198,45.756752,0.000336,7.531058,0.000000,1.121106,20.276286,12.751209,0.000000
3072,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.906717,1.248034,0.999214,30.856165,164.566216,99.906717,1.248034,0.114237,0.090545,0.000000,0.000000,0.000000,0.000000,21.211610,204.606381,164.566216,30.856165,0.000000,65.810309,100.000000,100.000000,45.161321,0.000000,30.856165,0.000000,"<INVALID>",100.000000,0.000000,1.390490,8482.000000,32.959942,0.000000,0.000000,1.200000,1.072060,1.000000,1.000000,0,0,1358954496,60703346,56623104,294912,0,4,0,155698830,1466665,226566310,1179665,0.000000,0.000000,1481.095943,66.159301,30.866232,164.568587,0.000000,585.000000,99.976421,87662288,85524480,1530243276,1246003200,57982058496,0,0,28991029248,0,0,0,0,0,3.505891,10.367294,6.090646,0.000000,12.982729,0.114635,"High (8)","Low (1)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",2501443584,2787200910,2642693198,0.000000,0,0.000000,0.000000,0.000000,0.000000,28991029248,0,8304721920,0,905969664,39872102400,1953497088,0,0.000000,0,0.000000,226492416,1120672,0,156.338798,0,31201434,4.250723,45.613336,0.000264,7.525852,0.000000,1.118335,20.206869,12.710514,0.000000
3328,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.887254,1.248284,0.999443,30.864428,151.947952,99.887254,1.248284,0.114412,0.090573,0.000000,0.000000,0.000000,0.000000,20.225706,189.867881,151.947952,30.864428,0.000000,65.811341,100.000000,100.000000,47.307665,0.000000,30.864428,0.000000,0.000008,100.000000,0.000000,1.391177,9186.000000,32.978823,0.000000,0.000000,1.200000,1.071666,1.000000,1.000000,0,0,1727791104,77150659,71991296,346112,0,4,0,188705888,1729949,288053744,1315247,0.000000,0.000000,1481.492540,66.152746,30.873920,144.352903,0.000000,460.000000,99.978228,111254370,108679168,1946075530,1584154624,73719087104,0,0,36859543552,0,0,0,0,0,3.508611,10.380242,5.995691,0.000000,12.821247,0.114245,"High (8)","Low (1)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",3179384832,3543143630,3359703438,0.000000,0,0.000000,0.000000,0.000000,0.000000,36859543552,0,10543955968,0,1151860736,50692947968,2469855232,0,0.000000,0,0.000000,287965184,1384472,0,151.950586,0,36180336,3.877849,45.768354,0.000206,7.529067,0.000000,1.120041,20.291364,12.754406,0.000000
3584,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.907203,1.246753,0.999384,30.854228,141.047899,99.907203,1.246753,0.114381,0.090597,0.000000,0.000000,0.000000,0.000000,21.655534,176.289670,141.047899,30.854228,0.000000,65.790680,100.000000,100.000000,43.752665,0.000000,30.854228,0.000000,0.000000,100.000000,0.000000,1.389439,9890.000000,32.939521,0.000000,0.000000,1.200000,1.079540,1.000000,1.000000,0,0,2157969408,97067260,89915392,401408,0,5,0,252434235,2006810,359756651,1605644,0.000000,0.000000,1481.002946,66.616745,30.862385,141.048953,0.000000,460.000000,99.979778,138988286,135675904,2430245802,1978540032,92073361408,0,0,46036680704,0,0,0,0,0,3.503803,10.355875,6.176401,0.000000,12.962669,0.113505,"High (8)","Low (1)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",3969925120,4424010531,4195207139,0.000000,0,0.000000,0.000000,0.000000,0.000000,46036680704,0,13153337344,0,1438646272,63313281024,3069968384,0,0.000000,0,0.000000,359661568,1605632,0,141.047899,0,49907384,4.281397,45.570166,0.000165,7.523388,0.000000,1.128721,20.188696,12.701397,0.000000
3840,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.955200,1.246869,0.999429,30.861239,131.674618,99.955200,1.246869,0.114340,0.090617,0.000000,0.000000,0.000000,0.000000,21.669276,164.541765,131.674618,30.861239,0.000000,65.802907,100.000000,100.000000,43.563914,0.000000,30.861239,0.000000,0.000000,100.000000,0.000000,1.389256,10594.000000,32.936781,0.000000,0.000000,1.200000,1.074880,1.000000,1.000000,0,0,2654208000,118873147,110592000,460800,0,1,0,310609512,2303279,442505563,1843210,0.000000,0.000000,1481.339452,66.344266,30.870835,131.675332,0.000000,74.000000,99.981121,170702841,166809600,2988676632,2433484800,113246208000,0,0,56623104000,0,0,0,0,0,3.503764,10.352913,6.143794,0.000000,12.951145,0.113062,"High (8)","Low (1)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",4881715200,5439892834,5158804002,0.000000,0,0.000000,0.000000,0.000000,0.000000,56623104000,0,16161177600,0,1769472000,77871513600,3760128000,0,0.000000,0,0.000000,442368000,1843200,0,131.674618,0,62713598,4.375134,45.597207,0.000135,7.528139,0.000000,1.125784,20.212197,12.714988,0.000000
4096,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.927012,1.246996,0.999533,30.877038,123.508153,99.927012,1.246996,0.114516,0.090636,0.000000,0.000000,0.000000,0.000000,20.281806,151.761142,123.508153,30.877038,0.000000,65.805568,100.000000,100.000000,46.585671,0.000000,30.877038,0.000000,0.000000,100.000000,0.000000,1.389987,11298.000000,32.955872,0.000000,0.000000,1.200000,1.073866,1.000000,1.000000,0,0,3221225472,144131878,134217728,524288,0,8,0,352647546,2576884,537035660,2097173,0.000000,0.000000,1482.097839,66.315614,30.886513,123.509390,0.000000,494.000000,99.982298,206842388,202375168,3628192356,2953314304,137438953472,0,0,68719476736,0,0,0,0,0,3.503600,10.362717,6.033538,0.000000,12.839593,0.112192,"High (8)","Low (1)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",5923405824,6601727875,6260939843,0.000000,0,0.000000,0.000000,0.000000,0.000000,68719476736,0,19595788288,0,2147483648,94506057728,4546625536,0,0.000000,0,0.000000,536870912,2097152,0,123.508153,0,66284405,3.812213,45.748692,0.000120,7.530343,0.000000,1.123959,20.275589,12.754102,0.000000
4352,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.962787,1.246406,0.999559,30.864628,116.196245,99.962787,1.246406,0.114408,0.090652,0.000000,0.000000,0.000000,0.000000,22.285250,145.216644,116.196245,30.864628,0.000000,65.785558,100.000000,100.000000,41.975155,0.000000,30.864628,0.000000,"<INVALID>",100.000000,0.000000,1.388707,12002.000000,32.926669,0.000000,0.000000,1.200000,1.081493,1.000000,1.000000,0,0,3863740416,174108625,160989184,591872,0,1,0,464957391,2958776,644146193,2367497,0.000000,0.000000,1481.502135,66.759738,30.873708,116.196687,0.000000,51.000000,99.983336,248191623,242667520,4350600380,3542353920,164852924416,0,0,82426462208,0,0,0,0,0,3.503564,10.348277,6.214974,0.000000,12.944867,0.112266,"High (8)","Low (1)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",7103647744,7916361302,7507968790,0.000000,0,0.000000,0.000000,0.000000,0.000000,82426462208,0,23485480960,0,2575826944,113355325440,5435752448,0,0.000000,0,0.000000,643956736,2249120,0,110.386747,0,93073635,4.460988,45.563106,0.000092,7.528106,0.000000,1.133554,20.179301,12.695505,0.000000
4608,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.971358,1.246635,0.999554,30.874166,109.774812,99.971358,1.246635,0.114513,0.090666,0.000000,0.000000,0.000000,0.000000,21.238235,137.211070,109.774812,30.874166,0.000000,65.802361,100.000000,100.000000,46.040162,0.000000,30.874166,0.000000,"<INVALID>",100.000000,0.000000,1.388662,12706.000000,32.926930,0.000000,0.000000,1.200000,1.075088,1.000000,1.000000,0,0,4586471424,205452569,191102976,663552,0,8,0,525836386,3317580,764651119,2654220,0.000000,0.000000,1481.959965,66.384908,30.883828,109.775308,0.000000,346.000000,99.984259,294347343,287981568,5165273815,4204929024,195689447424,0,0,97844723712,0,0,0,0,0,3.506381,10.363920,6.101953,0.000000,12.920753,0.112147,"High (8)","Low (1)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",8431091712,9396562515,8912168723,0.000000,0,0.000000,0.000000,0.000000,0.000000,97844723712,0,27858567168,0,3057647616,134557728768,6433800192,0,0.000000,0,0.000000,764411904,2521504,0,104.286336,0,108234808,4.371543,45.634757,0.000079,7.528920,0.000000,1.127403,20.232606,12.713787,0.000000
4864,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.953974,1.245391,0.999635,30.856971,103.939270,99.953974,1.245391,0.114419,0.090679,0.000000,0.000000,0.000000,0.000000,22.964524,129.906900,103.939270,30.856971,0.000000,65.778389,100.000000,100.000000,40.783483,0.000000,30.856971,0.000000,0.000000,100.000000,0.000000,1.387945,13410.000000,32.910785,0.000000,0.000000,1.200000,1.084226,1.000000,1.000000,0,0,5394137088,243686039,224755712,739328,0,0,0,669075140,3696151,899301206,2957328,0.000000,0.000000,1481.134603,66.911875,30.866525,103.939833,0.000000,0.000000,99.985086,346353389,338612224,6073059390,4945364992,230149849088,0,0,115074924544,0,0,0,0,0,3.501075,10.331998,6.315435,0.000000,12.973803,0.111873,"High (8)","Low (1)","Idle (0)","Low (2)","Idle (0)","High (8)","Low (2)","Low (1)","Idle (0)",9914388480,11048778140,10479494748,0.000000,0,0.000000,0.000000,0.000000,0.000000,115074924544,0,32743358464,0,3596091392,158251679744,7547060224,0,0.000000,0,0.000000,899022848,2957312,0,103.939270,0,135808145,4.661314,45.495878,0.000067,7.525613,0.000000,1.139674,20.130197,12.673035,0.000000
5120,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.940685,1.246399,0.999716,30.878390,98.810848,99.940685,1.246399,0.114505,0.090690,0.000000,0.000000,0.000000,0.000000,20.984335,123.505509,98.810848,30.878390,0.000000,65.802340,100.000000,100.000000,45.658554,0.000000,30.878390,0.000000,0.000000,100.000000,0.000000,1.388914,14114.000000,32.934852,0.000000,0.000000,1.200000,1.075096,1.000000,1.000000,0,0,6291456000,281829986,262144000,819200,0,1,0,712591219,4095733,1048903927,3276820,0.000000,0.000000,1482.162738,66.394473,30.888047,98.811452,0.000000,31.000000,99.985830,403033994,394854400,7085234690,5767987200,268435456000,0,0,134217728000,0,0,0,0,0,3.504135,10.359302,6.098412,0.000000,12.922844,0.111161,"High (8)","Low (1)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",11562188800,12886178926,12222626094,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728000,0,38168166400,0,4194304000,"<OVERFLOW>",8781824000,0,0.000000,0,0.000000,1048576000,3276800,0,98.810848,0,146119737,4.302923,45.659235,0.000057,7.530124,0.000000,1.119773,20.225081,12.720690,0.000000
5376,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.980194,1.242647,0.999650,30.797160,93.858010,99.980194,1.242647,0.114231,0.090700,0.000000,0.000000,0.000000,0.000000,23.467783,117.202511,93.858010,30.797160,0.000000,65.785662,100.000000,100.000000,38.926062,0.000000,30.797160,0.000000,0.000000,100.000000,0.000000,1.384452,14818.000000,32.829397,0.000000,0.000000,1.200000,1.081453,1.000000,1.000000,0,0,7283146752,328182587,303464448,903168,0,2,0,924973307,4511221,1214195782,3612687,0.000000,0.000000,1478.263675,66.611372,30.805735,93.858400,0.000000,54.000000,99.986503,466853990,457003008,8197756351,6677121024,310747594752,0,0,155373797376,0,0,0,0,0,3.491182,10.303567,6.538949,0.000000,13.273442,0.111217,"High (8)","Low (1)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",13383143424,14911917159,14144223527,0.000000,0,0.000000,0.000000,0.000000,0.000000,155373797376,0,44161302528,0,4855431168,"<OVERFLOW>",10144382976,0,0.000000,0,0.000000,1213857792,3612672,0,93.858010,0,187217282,4.749947,45.164927,0.000049,7.511845,0.000000,1.129080,19.987586,12.592686,0.000000
5632,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.966728,1.245323,0.999660,30.872369,89.810529,99.966728,1.245323,0.114528,0.090710,0.000000,0.000000,0.000000,0.000000,21.193883,112.259038,89.810529,30.872369,0.000000,65.798047,100.000000,100.000000,44.860739,0.000000,30.872369,0.000000,0.000000,"<OVERFLOW>",0.000000,1.388227,15522.000000,32.920204,0.000000,0.000000,1.200000,1.076732,1.000000,1.000000,0,0,8373927936,375686607,348913664,991232,0,3,0,958117007,4955978,1396085884,3964943,0.000000,0.000000,1481.873726,66.482554,30.881908,89.810868,0.000000,71.000000,"<OVERFLOW>",536293639,525352960,9430333655,7677091840,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,3.504135,10.354452,6.119611,0.000000,12.946948,0.110963,"High (8)","Low (1)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",15385903104,17148084638,16265887326,0.000000,0,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",0,50751078400,0,5582618624,"<OVERFLOW>",11641028608,0,0.000000,0,0.000000,1395654656,3964928,0,89.810529,0,188183323,4.162681,45.621538,0.000043,"<OVERFLOW>",0.000000,1.127977,20.214333,12.710147,0.000000
5888,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.977621,1.244540,"<OVERFLOW>",30.850329,85.844395,99.977621,1.244540,0.114442,0.090719,0.000000,0.000000,0.000000,0.000000,23.338642,107.258545,85.844395,30.850329,0.000000,65.766642,100.000000,100.000000,41.026939,0.000000,29.307801,0.000000,"<INVALID>","<OVERFLOW>",0.000000,1.387115,16226.000000,32.894420,0.000000,0.000000,1.200000,1.088707,1.000000,1.000000,0,0,9568518144,434054592,398688256,1083392,0,4,0,1206449669,5414590,1595228327,4333581,0.000000,0.000000,1480.815809,67.173923,30.859524,85.844652,0.000000,83.000000,"<OVERFLOW>",613838450,600199168,10772350500,8772225024,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,3.499671,10.321503,6.388755,0.000000,13.046653,0.111204,"High (8)","Low (1)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",17579118592,19591008859,18583453467,0.000000,0,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",0,57965805568,0,6379012096,"<OVERFLOW>",13278052352,0,0.000000,0,0.000000,1515014784,4333568,0,85.844395,0,227328205,4.397640,45.377454,0.000037,"<OVERFLOW>",0.000000,1.143845,20.110879,12.663728,0.000000
