256,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,95.474925,1.793128,0.902450,166.975710,647.663360,95.474925,1.793128,0.179538,0.000000,0.000000,0.000000,0.000000,0.000000,952.994890,807.523627,647.663360,202.394800,0.000000,0.000000,82.500000,100.000000,94.719086,0.000000,202.394800,0.000000,0.027069,100.000000,0.000000,2.122773,2973.000000,46.797438,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,1048576,2048,0,9,0,12054,10214,2621543,8200,0.000000,0.000000,0.000000,0.000000,202.402752,648.295843,0.000000,728.621094,99.899092,321752,270336,1059420,1050624,33554432,0,0,16777216,0,0,0,0,0,9.432950,22.802415,20.677428,0.000000,0.000000,1.713061,"Low (1)","Mid (5)","Idle (0)","Low (1)","Low (1)","Mid (4)","High (8)","Low (1)","Idle (0)",6088704,7181858,6348234,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,126484480,0,8454144,33619968,9306112,0,0.000000,0,0.000000,2621440,8904,0,703.954413,0,7831,619.122530,31.754815,0.166425,2.447250,0.000000,0.064825,13.388082,8.852107,0.000000
512,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,98.639832,1.904161,0.984014,183.390127,355.665701,98.639832,1.904161,0.174466,0.000000,0.000000,0.000000,0.000000,0.000000,2.664416,450.551857,355.665701,222.291063,0.000000,0.000000,82.500000,100.000000,99.150181,0.000000,222.291063,0.000000,0.000057,100.000000,0.000000,2.235252,5917.000000,49.542659,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,8388608,8192,0,13,0,251368,41510,20972747,32785,0.000000,0.000000,0.000000,0.000000,222.304069,355.850220,0.000000,144.488281,99.949299,2226165,2129920,8430469,8396800,268435456,0,0,134217728,0,0,0,0,0,10.328904,21.574259,18.705283,0.000000,0.000000,1.769501,"Low (2)","Mid (6)","Idle (0)","Low (1)","Low (1)","Mid (4)","High (9)","Low (1)","Idle (0)",48472064,56928775,50481650,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,1009254400,0,67371008,268697600,70778880,0,0.000000,0,0.000000,20971520,32780,0,355.795950,0,79780,865.936573,33.050088,0.019624,2.705954,0.000000,0.027138,14.525204,10.452920,0.000000
768,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,97.915258,1.908871,0.989878,183.182797,236.842404,97.915258,1.908871,0.174885,0.000000,0.000000,0.000000,0.000000,0.000000,7.284685,295.320582,236.842404,222.039754,0.000000,0.000000,82.500000,100.000000,97.468087,0.000000,222.039754,0.000000,0.000508,100.000000,0.000000,2.243609,8861.000000,49.770860,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,28311552,18432,0,4,0,2322115,91932,70781651,73745,0.000000,0.000000,0.000000,0.000000,222.048447,236.897015,0.000000,13.157227,99.966144,7406569,7151616,28506271,28329984,905969664,0,0,452984832,0,0,0,0,0,9.381102,21.386749,23.900455,0.000000,0.000000,1.790722,"Low (2)","Mid (6)","Idle (0)","Low (1)","Low (1)","Mid (4)","High (9)","Low (1)","Idle (0)",163325952,191889232,170279816,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,3403284480,0,227082240,906559488,234749952,0,0.000000,0,0.000000,70778880,74088,0,237.998861,0,557104,1.747686,30.028989,0.005728,2.701186,0.000000,0.071429,13.434826,9.947815,0.000000
1024,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,98.591711,1.920476,0.995415,185.062907,179.454939,98.591711,1.920476,0.173951,0.000000,0.000000,0.000000,0.000000,0.000000,7.767229,221.698154,179.454939,224.318675,0.000000,0.000000,82.500000,100.000000,97.331843,0.000000,224.318675,0.000000,0.000000,100.000000,0.000000,2.253108,11805.000000,49.992277,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,67108864,32768,0,5,0,5809257,161926,167781574,131434,0.000000,0.000000,0.000000,0.000000,224.331262,179.950565,0.000000,7.009766,99.974587,17427621,16908288,67374533,67141632,2147483648,0,0,1073741824,0,0,0,0,0,9.670283,21.478732,21.631310,0.000000,0.000000,1.784230,"Low (2)","Mid (6)","Idle (0)","Low (1)","Low (1)","Mid (4)","High (9)","Low (1)","Idle (0)",386826240,454115468,403039051,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,8063549440,0,537919488,2148532224,551550976,0,0.000000,0,0.000000,167772160,131072,0,179.454939,0,1353786,1.810071,31.454306,0.002420,2.735614,0.000000,0.022296,13.956424,10.268001,0.000000
1280,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.351233,1.920008,0.995169,186.534563,144.705600,99.351233,1.920008,0.173677,0.000000,0.000000,0.000000,0.000000,0.000000,7.626067,180.773895,144.705600,226.102501,0.000000,0.000000,82.500000,100.000000,92.501117,0.000000,226.102501,0.000000,0.000000,100.000000,0.000000,2.252387,14749.000000,49.980707,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,131072000,51200,0,3,0,11052109,255847,327694071,204817,0.000000,0.000000,0.000000,0.000000,226.112210,144.717612,0.000000,2.169922,99.979660,33986369,32972800,131635830,131123200,4194304000,0,0,2097152000,0,0,0,0,0,9.585385,21.439764,22.165595,0.000000,0.000000,1.784674,"Low (2)","Mid (6)","Idle (0)","Low (1)","Low (1)","Mid (4)","High (9)","Low (1)","Idle (0)",755148800,886301062,786691892,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,15745024000,0,1050214400,4195942400,1071513600,0,0.000000,0,0.000000,327680000,204800,0,144.705600,0,2445691,1.687551,31.173607,0.001239,2.757521,0.000000,0.029509,13.820226,10.199735,0.000000
1536,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.618110,1.918115,0.997285,187.029648,120.908054,99.618110,1.918115,0.173273,0.000000,0.000000,0.000000,0.000000,0.000000,7.750765,150.959597,120.908054,226.702603,0.000000,0.000000,82.500000,100.000000,92.486878,0.000000,226.702603,0.000000,0.000000,100.000000,0.000000,2.251263,17693.000000,49.960995,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,226492416,73728,0,0,0,19358947,368212,566252191,295122,0.000000,0.000000,0.000000,0.000000,226.711071,120.994150,0.000000,0.000000,99.983044,58424495,56918016,227659966,226566144,7247757312,0,0,3623878656,0,0,0,0,0,9.466516,21.394210,22.983476,0.000000,0.000000,1.789777,"Low (2)","Mid (6)","Idle (0)","Low (1)","Idle (0)","Mid (4)","High (9)","Low (1)","Idle (0)",1304469504,1530498358,1358591849,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,27202682880,0,1814298624,7250116608,1844969472,0,0.000000,0,0.000000,566231040,294912,0,120.908054,0,4437086,1.776481,30.675847,0.000724,2.765482,0.000000,0.044949,13.644502,10.107018,0.000000
1792,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.710264,1.919169,0.997721,187.318941,103.795776,99.710264,1.919169,0.173245,0.000000,0.000000,0.000000,0.000000,0.000000,7.633477,129.827724,103.795776,227.053262,0.000000,0.000000,82.500000,100.000000,97.385423,0.000000,227.053262,0.000000,0.000018,100.000000,0.000000,2.251412,20637.000000,49.964975,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,359661568,100352,0,5,0,30229344,502081,899193333,401611,0.000000,0.000000,0.000000,0.000000,227.063214,103.848268,0.000000,1.323242,99.985463,92715474,90316800,361401219,359761920,11509170176,0,0,5754585088,0,0,0,0,0,9.466406,21.392695,22.782142,0.000000,0.000000,1.789516,"Low (2)","Mid (6)","Idle (0)","Low (1)","Low (1)","Mid (4)","High (9)","Low (1)","Idle (0)",2070964224,2429747970,2156918780,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,43191500800,0,2880503808,11512381440,2922250240,0,0.000000,0,0.000000,899153920,401572,0,103.838183,0,6784200,1.713138,30.838449,0.000455,2.769024,0.000000,0.040838,13.689498,10.133560,0.000000
2048,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.743163,1.921788,0.997285,187.758061,91.034211,99.743163,1.921788,0.174307,0.000000,0.000000,0.000000,0.000000,0.000000,7.722376,113.210742,91.034211,227.585528,0.000000,0.000000,82.500000,100.000000,97.367554,0.000000,227.585528,0.000000,0.000000,100.000000,0.000000,2.257142,23581.000000,50.098760,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,536870912,131072,0,8,0,45542430,652008,1342234621,524412,0.000000,0.000000,0.000000,0.000000,227.595251,91.055741,0.000000,1.421875,99.987278,138294603,134742016,538973751,537001984,17179869184,0,0,8589934592,0,0,0,0,0,9.711714,21.457094,21.542676,0.000000,0.000000,1.786517,"Low (2)","Mid (6)","Idle (0)","Low (1)","Low (1)","Mid (4)","High (9)","Low (1)","Idle (0)",3090808832,3629557269,3222391079,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,64466452480,0,4299161600,17184063488,4353687552,0,0.000000,0,0.000000,1342177280,524288,0,91.034211,0,12078976,2.048165,31.507522,0.000304,2.775177,0.000000,0.025718,13.968454,10.305812,0.000000
2304,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.848633,1.916640,0.998014,187.302857,80.723116,99.848633,1.916640,0.173350,0.000000,0.000000,0.000000,0.000000,0.000000,7.875732,100.894285,80.723116,227.033766,0.000000,0.000000,82.500000,100.000000,97.329538,0.000000,227.033766,0.000000,0.000000,100.000000,0.000000,2.248605,26525.000000,49.906786,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,764411904,165888,0,4,0,66293042,829361,1815551009,663741,0.000000,0.000000,0.000000,0.000000,215.690719,80.746109,0.000000,510.000000,99.988690,196629673,191766528,768868920,764577792,24461180928,0,0,12230590464,0,0,0,0,0,9.406522,21.351484,23.514585,0.000000,0.000000,1.791862,"Low (2)","Mid (6)","Idle (0)","Low (1)","Low (1)","Mid (4)","High (9)","Low (1)","Idle (0)",4400179200,5162903854,4583534563,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,91782512640,0,6120603648,24466489344,6189613056,0,0.000000,0,0.000000,1911029760,663552,0,80.723116,0,15404276,1.830056,30.376821,0.000255,2.770176,0.000000,0.057910,13.500562,10.024946,0.000000
2560,"Tesla K20c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.860261,1.914451,0.998539,187.238669,72.625907,99.860261,1.914451,0.173725,0.000000,0.000000,0.000000,0.000000,0.000000,7.816822,90.781587,72.625907,226.955962,0.000000,0.000000,82.500000,100.000000,97.338672,0.000000,226.955962,0.000000,0.000002,100.000000,0.000000,2.246734,29469.000000,49.870060,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,1048576000,204800,0,5,0,90287687,1023991,2621548192,778258,0.000000,0.000000,0.000000,0.000000,226.965329,68.996208,0.000000,464.000000,99.989820,269391235,262963200,1056322018,1048780800,33554432000,0,0,16777216000,0,0,0,0,0,9.375902,21.336527,24.004551,0.000000,0.000000,1.796145,"Low (2)","Mid (6)","Idle (0)","Low (1)","Low (1)","Mid (4)","High (9)","Low (1)","Idle (0)",6035251200,7083726569,6289414369,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,125894656000,0,8395161600,33560985600,8480358400,0,0.000000,0,0.000000,2621440000,819260,0,72.631227,0,20699599,1.792106,30.047423,0.000177,2.767503,0.000000,0.081860,13.357416,9.936569,0.000000
