3168,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.911424,1.227156,0.843183,38.822996,150.586167,99.911424,1.227156,0.156178,0.085400,0.042862,0.000000,0.000000,0.000000,22.867048,150.587367,150.586167,38.822996,0.000000,65.789148,100.000000,100.000000,41.231213,0.000000,38.822996,0.000000,0.000000,100.000000,0.000000,1.418862,9274.000000,33.688437,0.000000,0.000000,1.200000,1.000094,2.500000,2.500000,0,0,1490379264,82806626,206997120,784080,0,4,0,195076676,1254538,331265470,1254530,0.000000,0.000000,1397.627866,77.653287,38.831211,150.586407,0.000000,503.000000,99.978434,125769293,124825536,1861804441,1407894048,63589515264,0,0,31794757632,0,0,0,0,0,2.384966,11.504261,7.207082,0.000000,22.138799,0.245946,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",2908623168,3362892551,3193844051,0.000000,0,0.000000,0.000000,0.000000,0.000000,31794757632,0,12083613696,0,1324781568,45052609536,2800106496,0,0.000000,0,0.000000,331195392,1254528,0,150.586167,0,0,0.000000,34.832486,0.000199,6.980662,0.000000,3.256667,18.429594,10.955412,0.000000
3456,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.958199,1.222394,0.843123,38.868970,138.200783,99.958199,1.222394,0.156188,0.085426,0.042861,0.000000,0.000000,0.000000,23.710140,138.201153,138.200783,38.868970,0.000000,65.789124,100.000000,100.000000,38.952676,0.000000,38.868970,0.000000,0.000000,100.000000,0.000000,1.418035,10114.000000,33.671312,0.000000,0.000000,1.200000,1.000101,2.500000,2.500000,0,0,1934917632,107506273,268738560,933120,0,4,0,262289588,1492996,430077559,1492996,0.000000,0.000000,1399.282927,77.745786,38.877636,138.201153,0.000000,388.000000,99.980225,163113427,161989632,2417080901,1827795456,82556485632,0,0,41278242816,0,0,0,0,0,2.328968,11.509150,7.351294,0.000000,21.979363,0.247243,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",3775030272,4364644248,4145546830,0.000000,0,0.000000,0.000000,0.000000,0.000000,41278242816,0,15670444032,0,1719926784,58489454592,3619012608,0,0.000000,0,0.000000,429981696,1492992,0,138.200783,0,0,0.000000,34.827262,0.000154,6.981917,0.000000,3.282816,18.473751,10.963230,0.000000
3744,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.964834,1.226539,0.843214,38.910799,127.707238,99.964834,1.226539,0.158003,0.085448,0.042861,0.000000,0.000000,0.000000,24.342304,127.707311,127.707238,38.910799,0.000000,65.788971,100.000000,100.000000,37.734304,0.000000,38.910799,0.000000,0.000000,100.000000,0.000000,1.418200,10954.000000,33.677444,0.000000,0.000000,1.200000,1.000145,2.500000,2.500000,0,0,2460077568,136690821,341677440,1095120,0,0,0,342001350,1752193,546802279,1752204,0.000000,0.000000,1400.788771,77.832898,38.919225,127.708113,0.000000,0.000000,99.981742,207204335,205882560,3073304504,2323844640,104963309568,0,0,52481654784,0,0,0,0,0,2.323982,11.497568,7.292848,0.000000,22.061279,0.246333,"High (7)","Low (2)","Idle (0)","Low (2)","Idle (0)","High (8)","Low (2)","Low (1)","Idle (0)",4798377792,5548186724,5270025381,0.000000,0,0.000000,0.000000,0.000000,0.000000,52481654784,0,19904901120,0,2186735616,74363028480,4583734272,0,0.000000,0,0.000000,546683904,1752192,0,127.707238,0,0,0.000000,34.838410,0.000120,6.984574,0.000000,3.293477,18.445983,10.957483,0.000000
4032,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.940499,1.225707,0.843193,38.557204,117.507669,99.940499,1.225707,0.156297,0.085467,0.042861,0.000000,0.000000,0.000000,24.703557,117.507727,117.507669,38.557204,0.000000,65.788996,100.000000,100.000000,35.933326,0.000000,38.557204,0.000000,0.000000,100.000000,0.000000,1.417401,11794.000000,33.660333,0.000000,0.000000,1.200000,1.000138,2.500000,2.500000,0,0,3072577536,170722300,426746880,1270080,0,1,0,437465992,2032129,682950826,2032130,0.000000,0.000000,1388.059346,77.125046,38.566003,117.507785,0.000000,60.000000,99.983042,258597410,257064192,3838339078,2902386816,131096641536,0,0,65548320768,0,0,0,0,0,2.324950,11.485422,7.390950,0.000000,22.020741,0.246015,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",5991729408,6928208108,6581221387,0.000000,0,0.000000,0.000000,0.000000,0.000000,65548320768,0,24840732672,0,2731180032,92876378112,5706215424,0,0.000000,0,0.000000,682795008,2032128,0,117.507669,0,0,0.000000,34.798444,0.000096,6.980295,0.000000,3.307407,18.425974,10.948007,0.000000
4320,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.976922,1.226161,0.843279,38.785362,110.322808,99.976922,1.226161,0.156345,0.085484,0.042861,0.000000,0.000000,0.000000,25.353386,110.322855,110.322808,38.785362,0.000000,65.789198,100.000000,100.000000,34.648180,0.000000,38.785362,0.000000,0.000000,100.000000,0.000000,1.415180,12634.000000,33.612214,0.000000,0.000000,1.200000,1.000080,2.500000,2.500000,0,0,3779136000,209968736,524880000,1458000,0,10,0,548969385,2332801,839985434,2041205,0.000000,0.000000,1396.273046,77.576908,38.793557,96.532694,0.000000,495.000000,99.984170,317856891,316094400,4721140704,3569767200,161243136000,0,0,80621568000,0,0,0,0,0,2.328772,11.495021,7.357269,0.000000,22.061567,0.246107,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",7368148800,8534572072,8108252018,0.000000,0,0.000000,0.000000,0.000000,0.000000,80621568000,0,30531686400,0,3359232000,114232550400,6998400000,0,0.000000,0,0.000000,839808000,2332800,0,110.322808,0,0,0.000000,34.811526,0.000079,6.961128,0.000000,3.324895,18.374764,10.877785,0.000000
4608,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.983258,1.224094,0.843369,38.571354,102.856942,99.983258,1.224094,0.156569,0.085498,0.042860,0.000000,0.000000,0.000000,25.091224,102.856981,102.856942,38.571354,0.000000,65.789211,100.000000,100.000000,34.729372,0.000000,38.571354,0.000000,0.000000,100.000000,0.000000,1.415868,13474.000000,33.627269,0.000000,0.000000,1.200000,1.000076,2.500000,2.500000,0,0,4586471424,254823312,637009920,1658880,0,3,0,663014694,2654209,1019417072,2322437,0.000000,0.000000,1388.568731,77.148564,38.578968,90.000018,0.000000,121.000000,99.985157,385530815,383533056,5731702964,4332331008,195689447424,0,0,97844723712,0,0,0,0,0,2.341893,11.464480,8.188367,0.000000,21.257358,0.244732,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",8940699648,10340494678,9823586828,0.000000,0,0.000000,0.000000,0.000000,0.000000,97844723712,0,37031510016,0,4076863488,138634592256,8472231936,0,0.000000,0,0.000000,1019215872,2654208,0,102.856942,0,0,0.000000,34.687786,0.000065,6.976618,0.000000,3.364278,18.451041,10.962157,0.000000
4896,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.975174,1.219815,0.843344,43.862144,110.085382,99.975174,1.219815,0.158358,0.085511,0.042860,0.000000,0.000000,0.000000,29.506212,110.085418,110.085382,43.862144,0.000000,65.789202,100.000000,100.000000,32.788397,0.000000,43.862144,0.000000,0.000000,100.000000,0.000000,1.413024,14314.000000,33.563657,0.000000,0.000000,1.200000,1.000079,2.500000,2.500000,0,0,5501302272,305651923,764069760,1872720,0,13,0,822387663,2996353,1222729978,2996361,0.000000,0.000000,1579.037196,87.731183,43.869979,110.085712,0.000000,500.000000,99.986028,462196689,459940032,6893557540,5196423456,234722230272,0,0,117361115136,0,0,0,0,0,2.362655,11.433500,9.210384,0.000000,20.521154,0.242649,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",10722445632,12420432877,11800936251,0.000000,0,0.000000,0.000000,0.000000,0.000000,117361115136,0,44393951232,0,4890046464,"<OVERFLOW>",10139655168,0,0.000000,0,0.000000,1222511616,2996352,0,110.085382,0,0,0.000000,34.393709,0.000055,6.952257,0.000000,3.542155,18.293738,10.874616,0.000000
5184,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.978035,1.225166,0.843399,38.651813,91.619111,99.978035,1.225166,0.156476,0.085522,0.042860,0.000000,0.000000,0.000000,26.793385,91.619111,91.619111,38.651813,0.000000,65.788884,100.000000,100.000000,30.735777,0.000000,38.651813,0.000000,0.000000,100.000000,0.000000,1.416801,15154.000000,33.651586,0.000000,0.000000,1.200000,1.000170,2.500000,2.500000,0,0,6530347008,362858890,906992640,2099520,0,4,0,1005961742,3359232,1451489046,2939331,0.000000,0.000000,1391.465252,77.316800,38.659825,80.166803,0.000000,114.000000,99.986802,548418935,545875200,8158971892,6168389760,278628139008,0,0,139314069504,0,0,0,0,0,2.334966,11.469397,7.605203,0.000000,21.747762,0.245054,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",12726450432,14717853926,13983021057,0.000000,0,0.000000,0.000000,0.000000,0.000000,139314069504,0,52672757760,0,5804752896,"<OVERFLOW>",12012613632,0,0.000000,0,0.000000,1451188224,3359232,0,91.619111,0,0,0.000000,34.768785,0.000046,6.983335,0.000000,3.375134,18.453653,10.960153,0.000000
5472,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.981673,1.225215,0.843435,38.936759,87.436933,99.981673,1.225215,0.156463,0.085532,0.042860,0.000000,0.000000,0.000000,26.805063,87.436956,87.436933,38.936759,0.000000,65.789192,100.000000,100.000000,27.488672,0.000000,38.936759,0.000000,0.000000,"<OVERFLOW>",0.000000,1.416901,15994.000000,33.654895,0.000000,0.000000,1.200000,1.000081,2.500000,2.500000,0,0,7680324096,426719332,1066711680,2339280,0,0,0,1174962673,3742849,1707098839,3742859,0.000000,0.000000,1401.723336,77.879844,38.944976,87.437190,0.000000,0.000000,"<OVERFLOW>",644733222,641898432,9595233202,7254575136,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,2.317463,11.455795,7.574115,0.000000,21.703248,0.244260,"High (7)","Low (2)","Idle (0)","Low (2)","Idle (0)","High (8)","Low (2)","Low (1)","Idle (0)",14965777728,17307367948,16443704923,0.000000,0,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",0,61921677312,0,6826954752,"<OVERFLOW>",14103051264,0,0.000000,0,0.000000,1706738688,3742848,0,87.436933,0,0,0.000000,34.703793,0.000038,"<OVERFLOW>",0.000000,3.587124,18.414164,10.961786,0.000000
5760,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.987508,1.224576,0.843433,38.930106,83.050891,99.987508,1.224576,0.156631,0.085541,0.042860,0.000000,0.000000,0.000000,27.664291,83.050911,83.050891,38.930106,0.000000,"<OVERFLOW>",100.000000,100.000000,29.101307,0.000000,38.930106,0.000000,0.000000,"<OVERFLOW>",0.000000,1.416267,16834.000000,33.640984,0.000000,0.000000,1.200000,1.000128,2.500000,2.500000,0,0,8957952000,497727671,1244160000,2592000,0,1,0,1414588693,4147201,1991059534,4147201,0.000000,0.000000,1401.483799,77.870172,38.937997,83.050911,0.000000,20.000000,"<OVERFLOW>",751705635,748569600,11194200586,8461324800,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,2.311175,11.300723,9.225319,0.000000,21.142870,0.241054,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",17453491200,20187254004,19180520338,0.000000,0,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",0,72194457600,0,7962624000,"<OVERFLOW>",16422912000,0,0.000000,0,0.000000,1990656000,4147200,0,83.050891,0,0,0.000000,34.232378,0.000033,"<OVERFLOW>",0.000000,3.364763,18.181685,10.952348,0.000000
6048,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.985411,1.225493,0.843484,38.959383,79.155571,99.985411,1.225493,0.156578,0.085549,0.042860,0.000000,0.000000,0.000000,27.991907,79.155606,79.155571,38.959383,0.000000,"<OVERFLOW>",100.000000,100.000000,28.109483,0.000000,38.959383,0.000000,0.000000,"<OVERFLOW>",0.000000,1.417335,17674.000000,33.667034,0.000000,0.000000,1.200000,1.000176,2.500000,2.500000,0,0,10369949184,576209829,1440270720,2857680,0,14,0,1655710967,4572290,2304900364,4572294,0.000000,0.000000,1402.537788,77.932499,38.967282,79.155675,0.000000,254.000000,"<OVERFLOW>",869918051,866448576,12957259771,9794983968,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,2.338918,11.463887,7.724818,0.000000,21.592752,0.244479,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",20202654528,23365949942,22201158717,0.000000,0,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",0,83544846336,0,9217732608,"<OVERFLOW>",18984139776,0,0.000000,0,0.000000,2304433152,4572288,0,79.155571,0,0,0.000000,34.784578,0.000029,"<OVERFLOW>",0.000000,3.406841,18.443698,10.959748,0.000000
6336,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.981222,1.224914,"<OVERFLOW>",38.896595,75.435820,99.981222,1.224914,0.156658,0.085557,0.042859,0.000000,0.000000,0.000000,28.180278,75.435850,75.435820,38.896595,0.000000,"<OVERFLOW>",100.000000,100.000000,27.538775,0.000000,38.896595,0.000000,0.000000,"<OVERFLOW>",0.000000,1.416601,18514.000000,33.650427,0.000000,0.000000,1.200000,1.000156,2.500000,2.500000,0,0,11923034112,662493987,1655976960,3136320,0,6,0,1919587730,5018114,2650106129,5018114,0.000000,0.000000,1400.277415,77.805310,38.904566,75.435850,0.000000,94.000000,"<OVERFLOW>",999900039,996095232,14899116981,11261897856,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,2.348121,11.484812,7.885081,0.000000,21.467992,0.244946,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",23226331392,26864861500,25526279261,0.000000,0,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",0,96026591232,0,10598252544,"<OVERFLOW>",21798678528,0,0.000000,0,0.000000,2649563136,5018112,0,75.435820,0,0,0.000000,34.645059,0.000026,"<OVERFLOW>",0.000000,3.434325,18.489640,10.958438,0.000000
6624,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.988734,1.225063,"<OVERFLOW>",38.916776,72.193439,99.988734,1.225063,0.156696,0.085564,0.042859,0.000000,0.000000,0.000000,28.688236,72.193453,72.193439,38.916776,0.000000,"<OVERFLOW>",100.000000,100.000000,26.253467,0.000000,38.916776,0.000000,0.000000,"<OVERFLOW>",0.000000,1.413859,19354.000000,33.588765,0.000000,0.000000,1.200000,1.000169,2.500000,2.500000,0,0,13623925248,757012733,1892211840,3427920,0,8,0,2231807450,5484673,3028153859,5484680,0.000000,0.000000,1401.003944,77.846715,38.924680,72.193544,0.000000,110.000000,"<OVERFLOW>",1142234082,1138069440,17025245635,12868411680,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,2.346231,11.467916,7.894913,0.000000,21.413860,0.244545,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",26537585472,30744456853,29215603701,0.000000,0,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",0,109693440000,0,12110155776,"<OVERFLOW>",24878472192,0,0.000000,0,0.000000,3027538944,5484672,0,72.193439,0,0,0.000000,34.779774,0.000022,"<OVERFLOW>",0.000000,3.444474,18.408266,10.891502,0.000000
