288,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,92.699599,1.264511,0.794150,39.893332,1.662222,92.699599,1.264511,0.150983,0.082380,0.042906,0.000000,0.000000,0.000000,1.669757,1.667352,1.662222,39.893332,0.000000,65.787860,100.000000,100.000000,95.833333,0.000000,39.893332,0.000000,0.000000,100.000000,0.000000,1.448797,874.000000,34.083412,0.000000,0.000000,1.200000,1.000466,2.500000,2.500000,0,0,1119744,62237,155520,6480,0,5,0,10415,10400,249328,10543,0.000000,0.000000,1436.159952,79.823859,39.972852,1.690279,0.000000,840.550781,99.771167,106315,98496,1396327,1060128,47775744,0,0,23887872,0,0,0,0,0,2.398087,12.358818,4.900977,0.000000,21.192427,0.334827,"High (7)","Low (2)","Idle (0)","Low (1)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",2265408,2607447,2453656,0.000000,0,0.000000,0.000000,0.000000,0.000000,23887872,0,10285056,0,995328,33924096,3234816,0,0.000000,0,0.000000,248832,10368,0,1.662222,0,0,0.000000,36.453884,0.270752,6.409294,0.000000,3.278254,18.811973,10.548351,0.000000
576,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,98.146151,1.253868,0.831343,43.387478,925.599532,98.146151,1.253868,0.154550,0.084014,0.042882,0.000000,0.000000,0.000000,19.051201,925.599532,925.599532,43.387478,0.000000,65.788924,100.000000,100.000000,56.098241,0.000000,43.387478,0.000000,0.013974,100.000000,0.000000,1.451439,1714.000000,34.322077,0.000000,0.000000,1.200000,1.000159,2.500000,2.500000,0,0,8957952,497743,1244160,25920,0,1,0,874086,41472,1990867,41477,0.000000,0.000000,1561.949211,86.788731,43.392077,925.711125,0.000000,22.853516,99.883314,798384,767232,11198394,8470656,382205952,0,0,191102976,0,0,0,0,0,2.368653,11.848122,7.255385,0.000000,20.508852,0.287773,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",17770752,20512927,19402708,0.000000,0,0.000000,0.000000,0.000000,0.000000,191102976,0,76972032,0,7962624,271060992,20901888,0,0.000000,0,0.000000,1990656,41756,0,931.938032,0,0,0.000000,35.565496,0.034465,6.912111,0.000000,3.259800,18.871455,11.127205,0.000000
864,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,98.583523,1.238885,0.840754,43.465275,618.172794,98.583523,1.238885,0.155686,0.084573,0.042874,0.000000,0.000000,0.000000,22.598997,618.172794,618.172794,43.465275,0.000000,65.789381,100.000000,100.000000,48.210395,0.000000,43.465275,0.000000,0.001233,100.000000,0.000000,1.431468,2554.000000,33.906956,0.000000,0.000000,1.200000,1.000027,2.500000,2.500000,0,0,30233088,1679661,4199040,58320,0,0,0,3493146,93312,6719444,93329,0.000000,0.000000,1564.749886,86.932878,43.471615,618.285416,0.000000,0.000000,99.921691,2636101,2566080,37828145,28576800,1289945088,0,0,644972544,0,0,0,0,0,2.358269,11.657457,7.971324,0.000000,20.961287,0.268882,"High (7)","Low (2)","Idle (0)","Low (2)","Idle (0)","High (8)","Low (2)","Low (1)","Idle (0)",59579712,68855411,65238711,0.000000,0,0.000000,0.000000,0.000000,0.000000,644972544,0,253808640,0,26873856,914457600,64945152,0,0.000000,0,0.000000,6718464,93396,0,618.729277,0,0,0.000000,35.057796,0.010168,6.884728,0.000000,3.235919,18.478897,10.951901,0.000000
1152,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.423183,1.234930,0.840554,43.776457,466.948874,99.423183,1.234930,0.156349,0.084856,0.042870,0.000000,0.000000,0.000000,22.589435,466.951689,466.948874,43.776457,0.000000,65.789399,100.000000,100.000000,48.451603,0.000000,43.776457,0.000000,0.000000,100.000000,0.000000,1.429056,3394.000000,33.878143,0.000000,0.000000,1.200000,1.000022,2.500000,2.500000,0,0,71663616,3981398,9953280,103680,0,0,0,8217713,165889,15928860,145152,0.000000,0.000000,1575.952451,87.554805,43.786386,408.580265,0.000000,0.000000,99.941072,6179365,6054912,89568271,67723776,3057647616,0,0,1528823808,0,0,0,0,0,2.399883,11.816117,6.965860,0.000000,20.924228,0.265131,"High (7)","Low (2)","Idle (0)","Low (2)","Idle (0)","High (8)","Low (2)","Low (1)","Idle (0)",140755968,162750669,154331010,0.000000,0,0.000000,0.000000,0.000000,0.000000,1528823808,0,594542592,0,63700992,2167160832,147308544,0,0.000000,0,0.000000,15925248,165888,0,466.948874,0,0,0.000000,35.605589,0.004060,6.951368,0.000000,3.311119,18.708012,10.932007,0.000000
1440,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.775102,1.232739,0.841708,38.852129,331.538169,99.775102,1.232739,0.155803,0.085026,0.042867,0.000000,0.000000,0.000000,20.163759,331.590611,331.538169,38.852129,0.000000,65.789378,100.000000,100.000000,48.065107,0.000000,38.852129,0.000000,0.000000,100.000000,0.000000,1.426715,4234.000000,33.838205,0.000000,0.000000,1.200000,1.000028,2.500000,2.500000,0,0,139968000,7776216,19440000,162000,0,14,0,16142579,259241,31110982,259285,0.000000,0.000000,1398.676651,77.706417,38.860850,331.646891,0.000000,18.336914,99.952763,11988061,11793600,175111805,132256800,5971968000,0,0,2985984000,0,0,0,0,0,2.325267,11.436313,8.424624,0.000000,21.893674,0.252793,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",274363200,317086757,300821109,0.000000,0,0.000000,0.000000,0.000000,0.000000,2985984000,0,1152921600,0,124416000,4232217600,279936000,0,0.000000,0,0.000000,31104000,259200,0,331.538169,0,0,0.000000,34.314264,0.002155,6.981800,0.000000,3.206028,18.144882,10.942536,0.000000
1728,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.821356,1.228318,0.842305,43.881881,312.048928,99.821356,1.228318,0.156794,0.085140,0.042866,0.000000,0.000000,0.000000,23.186389,312.206939,312.048928,43.881881,0.000000,65.789383,100.000000,100.000000,54.058083,0.000000,38.396646,0.000000,"<INVALID>",100.000000,0.000000,1.420570,5074.000000,33.705134,0.000000,0.000000,1.200000,1.000026,2.500000,2.500000,0,0,241864704,13437279,33592320,233280,0,9,0,28399315,373437,53755927,373313,0.000000,0.000000,1579.747702,87.766054,43.888588,312.103271,0.000000,7.704102,99.960583,20622079,20342016,302662489,228521088,10319560704,0,0,5159780352,0,0,0,0,0,2.407907,11.790753,6.994748,0.000000,21.314585,0.257095,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",473465088,547701783,519800638,0.000000,0,0.000000,0.000000,0.000000,0.000000,5159780352,0,1982693376,0,214990848,7312674816,474771456,0,0.000000,0,0.000000,47029248,373336,0,312.122499,0,0,0.000000,35.275206,0.001288,6.957563,0.000000,3.332324,18.626095,10.848031,0.000000
2016,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.911717,1.229265,0.842544,43.803256,266.991276,99.911717,1.229265,0.156925,0.085222,0.042864,0.000000,0.000000,0.000000,23.545214,266.991276,266.991276,43.803256,0.000000,65.789349,100.000000,100.000000,46.349509,0.000000,43.803256,0.000000,0.000014,100.000000,0.000000,1.422036,5914.000000,33.747898,0.000000,0.000000,1.200000,1.000036,2.500000,2.500000,0,0,384072192,21338114,53343360,317520,0,5,0,45877168,508032,85370783,508040,0.000000,0.000000,1576.917223,87.609674,43.814243,266.995480,0.000000,2.690430,99.966182,32641318,32260032,480579419,362861856,16387080192,0,0,8193540096,0,0,0,0,0,2.363306,11.569451,8.831334,0.000000,20.678757,0.250722,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",751125312,868995982,824923348,0.000000,0,0.000000,0.000000,0.000000,0.000000,8193540096,0,3137605632,0,341397504,11611579392,743758848,0,0.000000,0,0.000000,85349376,508044,0,266.997581,0,0,0.000000,34.693449,0.000793,6.977065,0.000000,3.294856,18.317331,10.880068,0.000000
2304,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.881191,1.225172,0.842716,43.887878,234.068681,99.881191,1.225172,0.157217,0.085283,0.042863,0.000000,0.000000,0.000000,24.145186,234.068681,234.068681,43.887878,0.000000,65.789363,100.000000,100.000000,45.115028,0.000000,43.887878,0.000000,0.000000,100.000000,0.000000,1.417921,6754.000000,33.656462,0.000000,0.000000,1.200000,1.000032,2.500000,2.500000,0,0,573308928,31851514,79626240,414720,0,1,0,70090984,663552,127429300,663558,0.000000,0.000000,1579.963601,87.778561,43.897288,234.070798,0.000000,369.000000,99.970388,48605539,48107520,717587322,541624320,24461180928,0,0,12230590464,0,0,0,0,0,2.360130,11.520472,9.037196,0.000000,20.745036,0.247988,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",1120407552,1296513367,1230986740,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,4671406080,0,509607936,17331978240,1098842112,0,0.000000,0,0.000000,127401984,663552,0,234.068681,0,0,0.000000,34.506353,0.000532,6.958329,0.000000,3.319071,18.263222,10.858891,0.000000
2592,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.944188,1.224265,0.842787,43.878701,208.017543,99.944188,1.224265,0.157408,0.085331,0.042863,0.000000,0.000000,0.000000,24.737010,208.017791,208.017543,43.878701,0.000000,65.789321,100.000000,100.000000,43.727256,0.000000,43.878701,0.000000,0.000000,100.000000,0.000000,1.416752,7594.000000,33.633597,0.000000,0.000000,1.200000,1.000044,2.500000,2.500000,0,0,816293376,45351634,113374080,524880,0,7,0,102265044,839809,181431757,839814,0.000000,0.000000,1579.633219,87.761275,43.886738,208.019029,0.000000,1.775391,99.973663,69074976,68444352,1021848171,771153696,34828517376,0,0,17414258688,0,0,0,0,0,2.361574,11.506863,9.038299,0.000000,20.785821,0.246843,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",1594375488,1845322988,1752313389,0.000000,0,0.000000,0.000000,0.000000,0.000000,17414258688,0,6637842432,0,725594112,24676918272,1551965184,0,0.000000,0,0.000000,181398528,839808,0,208.017543,0,0,0.000000,34.470548,0.000373,6.959577,0.000000,3.339087,18.250591,10.850163,0.000000
2880,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.925319,1.228064,0.842985,38.903185,165.986923,99.925319,1.228064,0.156145,0.085369,0.042862,0.000000,0.000000,0.000000,22.644579,165.987243,165.986923,38.903185,0.000000,65.789131,100.000000,100.000000,41.888677,0.000000,38.903185,0.000000,"<INVALID>",100.000000,0.000000,1.419863,8434.000000,33.709177,0.000000,0.000000,1.200000,1.000099,2.500000,2.500000,0,0,1119744000,62214153,155520000,648000,0,6,0,144838936,1036802,248880014,1036802,0.000000,0.000000,1400.514665,77.814066,38.910692,165.987243,0.000000,0.983398,99.976286,94610359,93830400,1398878272,1057795200,47775744000,0,0,23887872000,0,0,0,0,0,2.321123,11.526381,7.198148,0.000000,22.137334,0.248510,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",2186092800,2527450320,2400182263,0.000000,0,0.000000,0.000000,0.000000,0.000000,23887872000,0,9090662400,0,995328000,33849446400,2115072000,0,0.000000,0,0.000000,248832000,907200,0,145.238558,0,0,0.000000,34.883419,0.000264,6.984184,0.000000,3.248245,18.436575,10.949639,0.000000
