240,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",180000,180000,119568,119472,0,0,2,0,0,2,12,4,0,0,0,0,56304,56148,56076,56112,2799,2802,2758,2756,56304,56148,56076,56112,2799,2802,2758,2756,56304,56156,56084,56120,2799,2802,2763,2757,0,0,0,0,0,0,1,4,855004,0,0,1382400,0,0,0,0,57600,0,0,0,0,0,0,0,0,0,0,1872,2143506,801424,412048,1624896,49996800,49881600,0,0,561600,44928,0,0,0,0,0,44928,1872,0,26208,839293,42261494,3258487,144,0,0,673920,44928
480,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",1411200,1411200,927312,927408,28256,28209,24238,23532,12145,12093,12060,12132,14112,14144,14036,14033,447936,450744,450648,447792,11133,11129,11165,11163,433808,436604,436556,433688,8179,8170,8238,8215,447936,450744,450656,447808,11133,11129,11169,11165,0,0,0,0,0,0,4,1,6636056,0,0,11059200,0,0,0,0,230400,0,0,0,0,0,0,0,0,0,0,7488,17060504,6170320,3264976,12699648,390758400,390297600,0,0,4492800,359424,0,0,0,0,0,359424,7488,0,194688,6618385,340897144,26299757,576,0,0,5391360,359424
720,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",4730108,4730692,3096936,3097944,808176,778726,51177,51376,25613,25564,25724,25736,405182,402994,400524,398726,1513080,1519560,1519920,1512720,25275,25207,25139,25295,1109878,1118272,1120074,1116772,18583,18676,18537,18611,1577962,1584432,1584816,1577608,25276,25207,25144,25295,0,0,0,0,0,0,0,5,22818104,0,0,37324800,0,0,0,0,518400,0,0,0,0,0,0,0,0,0,0,16848,59646122,20554768,10985104,42524352,1308441600,1307404800,0,0,15163200,1213056,0,0,0,0,0,1213056,16848,0,640224,22777208,1177996104,90779299,1296,0,0,18195840,1213056
960,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",11174012,11174788,7302052,7305308,2952146,2952177,76742,75224,38373,38369,38368,38344,1476074,1476072,1476088,1476089,3595056,3603456,3597024,3581424,44751,44834,44771,44714,2183856,2192256,2185824,2170224,33250,33323,33276,33205,3595056,3603456,3597032,3581440,44751,44836,44775,44714,0,0,0,0,0,1,0,4,54303824,0,0,88473600,0,0,0,0,921600,0,0,0,0,0,0,0,0,0,0,29952,142206184,48402640,25998544,100399104,3089203200,3087360000,0,0,35942400,2875392,0,0,0,0,0,2875392,29952,0,1497600,54239932,2810531622,215022548,2304,0,0,43130880,2875392
1200,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",21780484,21779516,14218590,14221410,5621046,5700518,109083,107782,54534,54549,54506,54472,2810512,2810534,2809644,2809612,7013520,7022580,7025700,7018200,70013,70164,70330,70109,4267935,4276973,4281002,4273516,52158,52139,52110,51962,7078470,7087488,7090644,7083129,70014,70165,70330,70113,0,0,0,0,1,0,0,4,105750644,0,0,172800000,0,0,0,0,1440000,0,0,0,0,0,0,0,0,0,0,46800,275896066,94161808,50731408,195624000,6019200000,6016320000,0,0,70200000,5616000,0,0,0,0,0,5616000,46800,0,2901600,105662405,5482289332,421135150,3600,0,0,84240000,5616000
1440,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",37583420,37584580,24524640,24516000,9724143,9723744,148650,147425,74320,74330,74342,74328,4862017,4862126,4862119,4862210,12133512,12127608,12124728,12136392,100532,100679,100650,100437,7401466,7395288,7392608,7404176,74211,74506,74347,74174,12263268,12257352,12254480,12266144,100533,100680,100650,100441,0,0,0,0,1,0,0,4,184350328,0,0,298598400,0,0,0,0,2073600,0,0,0,0,0,0,0,0,0,0,67392,484085670,162280144,87609808,337499136,10384588800,10380441600,0,0,121305600,9704448,0,0,0,0,0,9704448,67392,0,4987008,184248198,9565487498,732927287,5184,0,0,145566720,9704448
1680,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",59622524,59623876,38870614,38886506,15550629,15396432,195671,194143,97832,97839,97690,97650,7775397,7775232,7773612,7773650,19227600,19269348,19306728,19247844,137634,137584,137649,137694,11722464,11764526,11803337,11744204,101340,101681,101767,101500,19422238,19463996,19501384,19442500,137634,137590,137649,137694,0,0,0,0,5,0,0,0,293101332,0,0,474163200,0,0,0,0,2822400,0,0,0,0,0,0,0,0,0,0,91728,771697680,257205520,139059856,535324608,16471526400,16465881600,0,0,192628800,15410304,0,0,0,0,0,15410304,91728,0,7888608,292899101,15211124830,1167260487,7056,0,0,231154560,15410304
1920,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",88934400,88934400,57965028,57972252,23138906,23146727,249982,250039,124966,125016,125035,125016,11569273,11569633,11569262,11569494,28756608,28759296,28752384,28747392,178316,178291,178358,178250,17570673,17573308,17566705,17561540,132387,132202,132182,132104,29145932,29148584,29141712,29136728,178321,178292,178358,178250,0,0,0,0,5,0,0,0,436175448,0,0,707788800,0,0,0,0,3686400,0,0,0,0,0,0,0,0,0,0,119808,1144720044,383385808,207507664,798400512,24566169600,24558796800,0,0,287539200,23003136,0,0,0,0,0,23003136,119808,0,11741184,436034022,22647899948,1737197188,9216,0,0,345047040,23003136
2160,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",126554400,126554400,82471616,82457344,33015980,33121562,311102,309772,155474,155628,155606,155555,16508368,16507612,16507173,16506403,40983408,40909644,40909212,40960296,227220,227442,227607,227172,24913308,24842528,24841479,24894111,167450,167310,167609,167002,41502480,41428716,41428324,41479384,227220,227447,227607,227173,0,0,0,0,0,4,0,1,620225172,0,0,1007769600,0,0,0,0,4665600,0,0,0,0,0,0,0,0,0,0,151632,1649397604,545268880,295379344,1136026944,34954675200,34945344000,0,0,409406400,32752512,0,0,0,0,0,32752512,151632,0,16679520,620062600,32215814504,2488528999,11664,0,0,491287680,32752512
2400,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",173520000,173520000,113043600,113036400,45240351,45322141,380286,379979,190160,190126,190204,190171,22621015,22619336,22621009,22618679,56152680,56172840,56165520,56148960,279201,279336,279116,279227,34270659,34292990,34284086,34268152,206757,207156,206957,206802,56866334,56886472,56879168,56862608,279202,279340,279117,279227,0,0,0,0,1,4,0,0,852380152,0,0,1382400000,0,0,0,0,5760000,0,0,0,0,0,0,0,0,0,0,187200,2255426436,747302608,405101008,1557504000,47923200000,47911680000,0,0,561600000,44928000,0,0,0,0,0,44928000,187200,0,22838400,852217570,44278498014,3405617670,14400,0,0,673920000,44928000
2640,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",230866940,230869060,150361600,150376640,60245377,60179608,455406,455713,227655,227751,227845,227830,30122395,30122982,30124285,30123431,74806512,74709624,74693256,74786448,339708,339746,339579,339973,45687264,45589508,45571946,45665268,252088,252030,251904,252289,75779750,75682832,75666544,75759744,339708,339751,339580,339973,0,0,0,0,4,0,0,1,1130573780,0,0,1839974400,0,0,0,0,6969600,0,0,0,0,0,0,0,0,0,0,226512,2987690626,993934864,539098768,2072131776,63757900800,63743961600,0,0,747489600,59799168,0,0,0,0,0,59799168,226512,0,30352608,1130345798,58732132074,4515866461,17424,0,0,896987520,59799168
2880,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",299635200,299635200,195137144,195114376,78436208,78244382,538067,537858,269058,269009,268852,268897,39219998,39216188,39218252,39219061,97023600,97029072,97061328,97063920,402213,402453,402077,402508,59180613,59191267,59221635,59222670,298177,298375,298149,298522,98191372,98196792,98229120,98231712,402213,402458,402078,402508,0,0,0,0,4,0,1,0,1460742260,0,0,2388787200,0,0,0,0,8294400,0,0,0,0,0,0,0,0,0,0,269568,3843133076,1289613520,699798736,2689210368,82744934400,82728345600,0,0,970444800,77635584,0,0,0,0,0,77635584,269568,0,39356928,1460553311,75899475246,5825698588,20736,0,0,1164533760,77635584
3120,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",380857148,380859652,247965194,248002486,99383277,99590930,628842,628439,314412,314430,314570,314478,49692887,49690390,49695551,49692391,123408948,123375096,123347484,123402552,474623,474915,474585,474813,75240100,75207240,75176286,75231667,352587,352431,351861,352828,124966132,124932216,124904684,124959760,474624,474916,474589,474813,0,0,0,0,0,1,0,4,1849954904,0,0,3037132800,0,0,0,0,9734400,0,0,0,0,0,0,0,0,0,0,316368,4880487416,1638786448,889627024,3418039872,105170457600,105150988800,0,0,1233835200,98706816,0,0,0,0,0,98706816,316368,0,49986144,1849829440,96133248114,7409877697,24336,0,0,1480602240,98706816
