2048,"Tesla K20c (0)","2","14","quicksort(int*, int)",0.000000,99.945150,7.689863,0.053924,0.015625,10.236272,1.743241,7.689863,0.053924,0.142696,0.000000,0.000000,0.000000,0.000000,0.000000,34.889648,27.885047,13.945930,81.890180,0.000018,0.000000,12.500000,12.500000,99.991685,0.000000,81.951510,0.000000,0.092353,3.125000,0.000000,0.061642,680580.000000,1.118632,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,8188,13715,0,0,48068,8186,0,4,0,20,16368,55669,8204,55.797353,93.461248,0.000000,0.000000,94.839486,13.976596,0.000000,6.977539,3.018133,84726,84726,80183,80183,0,0,0,0,0,0,0,0,0,9.836944,35.842209,53.708311,0.000000,0.000000,0.301635,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",680580,778020,564757,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,349064,0,47022,78157,166782,0,0.000000,0,0.000000,48104,8202,0,13.973188,0,8187,13.947635,0.307751,0.003131,0.000000,0.000000,0.000000,0.000018,0.044745,0.000000
2560,"Tesla K20c (0)","2","14","quicksort(int*, int)",0.000000,99.956392,7.689569,0.053310,0.015625,10.280704,1.684917,7.689569,0.053310,0.145409,0.000000,0.000000,0.000000,0.000000,0.000000,32.951172,26.956119,13.479346,82.245639,0.000013,0.000000,12.500000,12.500000,94.839830,0.000000,82.291977,0.000000,0.071216,3.124996,0.000000,0.061011,890521.000000,1.110040,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,10236,17303,0,0,63896,10472,0,6,0,25,20942,69519,10488,52.702289,89.088286,0.000000,0.000000,89.483451,13.499941,0.000000,7.908203,3.021398,110250,110250,104445,104445,0,0,0,0,0,0,0,0,0,9.786648,35.288882,54.363295,0.000000,0.000000,0.284155,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",890521,1019635,742049,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,455625,0,62476,101907,220375,0,0.000000,0,0.000000,63932,10489,0,13.501228,0,10475,13.483208,0.274634,0.002374,0.000000,0.000000,0.000000,0.000014,0.044402,0.000000
3072,"Tesla K20c (0)","2","14","quicksort(int*, int)",0.000000,100.000000,7.690967,0.052379,0.015625,10.367272,1.565441,7.690967,0.052379,0.148474,0.000000,0.000000,0.000000,0.000000,0.000000,20.370117,25.043084,12.523531,82.938185,0.000000,0.000000,12.500000,12.500000,100.000000,0.000000,82.966035,0.000000,0.039578,3.124997,0.000000,0.060241,1133775.000000,1.100364,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,12284,20911,0,0,83385,12591,0,12,0,20,25178,89930,12613,48.872706,83.158001,0.000000,0.000000,89.448114,12.545413,0.000000,12.221680,3.027133,139087,139087,132217,132217,0,0,0,0,0,0,0,0,0,9.774229,34.442749,55.284876,0.000000,0.000000,0.262616,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",1133775,1302111,951253,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,578038,0,81675,129171,284605,0,0.000000,0,0.000000,83413,12601,0,12.533478,0,12604,12.536462,0.233712,0.001817,0.000000,0.000000,0.000000,0.000000,0.044015,0.000000
3584,"Tesla K20c (0)","2","14","quicksort(int*, int)",0.000000,100.000000,7.691240,0.051418,0.015625,10.386781,1.474627,7.691240,0.051418,0.151403,0.000000,0.000000,0.000000,0.000000,0.000000,12.152344,23.574266,11.797023,83.094247,0.000000,0.000000,12.500000,12.500000,100.000000,0.000000,83.094247,0.000000,"<INVALID>",3.125002,0.000000,0.059198,1398985.000000,1.085379,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,14332,24507,0,0,105021,14910,0,4,0,15,29795,114218,14918,45.358804,77.561276,0.000000,0.000000,90.371056,11.803353,0.000000,3.240234,3.031546,170515,170515,162336,162336,0,0,0,0,0,0,0,0,0,9.705593,33.648183,56.211038,0.000000,0.000000,0.243284,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",1398985,1610768,1181315,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,710594,0,102920,158770,355701,0,0.000000,0,0.000000,105021,14252,0,11.276403,0,14895,11.785155,0.190451,0.001451,0.000000,0.000000,0.000000,0.000000,0.043415,0.000000
4096,"Tesla K20c (0)","2","14","quicksort(int*, int)",0.000000,100.000000,7.691085,0.050841,0.015625,10.523162,1.282948,7.691085,0.050841,0.155038,0.000000,0.000000,0.000000,0.000000,0.000000,12.724609,20.521587,10.263590,84.185299,0.000000,0.000000,12.500000,12.500000,100.000000,0.000000,84.185299,0.000000,0.000000,3.125000,0.000000,0.058724,1761414.000000,1.071999,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,16380,28063,0,0,135486,16518,0,4,0,20,33027,146592,16523,40.711370,69.748670,0.000000,0.000000,91.086101,10.266697,0.000000,2.544922,3.041502,209316,209316,200527,200527,0,0,0,0,0,0,0,0,0,9.895035,32.986089,56.658051,0.000000,0.000000,0.219049,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",1761414,2034500,1485570,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,899882,0,133347,196447,451855,0,0.000000,0,0.000000,135486,16518,0,10.263590,0,16512,10.259862,0.240633,0.001143,0.000000,0.000000,0.000000,0.000000,0.042880,0.000000
4608,"Tesla K20c (0)","2","14","quicksort(int*, int)",0.000000,100.000000,7.691634,0.050294,0.015625,10.570527,1.242155,7.691634,0.050294,0.157314,0.000000,0.000000,0.000000,0.000000,0.000000,15.993164,19.868246,9.937246,84.564217,0.000000,0.000000,12.500000,12.500000,100.000000,0.000000,84.564217,0.000000,0.000000,3.124998,0.000000,0.058203,2079705.000000,1.067104,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,18428,31631,0,0,162427,19087,0,12,0,30,38162,178370,19093,38.376609,65.872071,0.000000,0.000000,92.864606,9.940371,0.000000,6.397461,3.044272,246509,246509,236164,236164,0,0,0,0,0,0,0,0,0,9.855294,32.432807,57.312766,0.000000,0.000000,0.205407,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",2079705,2406828,1765091,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,1057850,0,159771,231573,539353,0,0.000000,0,0.000000,162427,19087,0,9.937246,0,19040,9.912777,0.192772,0.000953,0.000000,0.000000,0.000000,0.000000,0.042684,0.000000
5120,"Tesla K20c (0)","2","14","quicksort(int*, int)",0.000000,99.978449,7.691728,0.049747,0.015625,10.665627,1.128755,7.691728,0.049747,0.160266,0.000000,0.000000,0.000000,0.000000,0.000000,15.593750,18.067905,9.030037,85.325019,0.000005,0.000000,12.500000,12.500000,99.993882,0.000000,85.340682,0.000000,0.024434,3.125000,0.000000,0.057838,2464002.000000,1.061584,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,20476,35215,0,0,196105,20754,0,2,0,35,41526,217359,20794,35.636318,61.269720,0.000000,0.000000,94.572605,9.047441,0.000000,912.000000,3.050147,288619,288619,277647,277647,0,0,0,0,0,0,0,0,0,9.919807,31.955459,57.746953,0.000000,0.000000,0.190735,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",2464002,2858897,2098713,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,1252667,0,193384,272550,645246,0,0.000000,0,0.000000,196141,20771,0,9.037434,0,20778,9.040479,0.186245,0.000796,0.000000,0.000000,0.000000,0.000005,0.042463,0.000000
5632,"Tesla K20c (0)","2","14","quicksort(int*, int)",0.000000,100.000000,7.691815,0.049243,0.015625,10.717375,1.037358,7.691815,0.049243,0.163110,0.000000,0.000000,0.000000,0.000000,0.000000,5.629883,16.597011,8.298871,85.739003,0.000000,0.000000,12.500000,12.500000,100.000000,0.000000,85.739003,0.000000,0.002339,3.125000,0.000000,0.057207,2891966.000000,1.050924,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,22524,38811,0,0,233903,22640,0,7,0,15,45278,258874,22652,33.025404,56.905922,0.000000,0.000000,94.892322,8.303270,0.000000,2.626953,3.055102,335348,335341,323491,323491,0,0,0,0,0,0,0,0,0,9.941369,31.414834,58.289359,0.000000,0.000000,0.176644,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",2891966,3362574,2470908,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,1469343,0,231011,317878,763961,0,0.000000,0,0.000000,233903,22646,0,8.301071,0,22612,8.288608,0.177119,0.000671,0.000000,0.000000,0.000000,0.000004,0.042037,0.000000
6144,"Tesla K20c (0)","2","14","quicksort(int*, int)",0.000000,99.979084,7.691873,0.048935,0.015625,10.741344,1.014553,7.691873,0.048935,0.164113,0.000000,0.000000,0.000000,0.000000,0.000000,4.953125,16.237052,8.116429,85.930756,0.000004,0.000000,12.500000,12.500000,99.987993,0.000000,85.951396,0.000000,0.030854,3.125000,0.000000,0.057003,3265994.000000,1.049842,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,24572,42363,0,0,266439,25166,0,5,0,15,50345,292084,23938,31.699421,54.650927,0.000000,0.000000,94.201670,7.720380,0.000000,1.650391,3.056801,378040,378033,364664,364664,0,0,0,0,0,0,0,0,0,9.908817,31.135567,58.634223,0.000000,0.000000,0.169222,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",3265994,3803226,2801814,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,1655319,0,263049,358540,868157,0,0.000000,0,0.000000,266503,25192,0,8.124815,0,25176,8.119655,0.151578,0.000589,0.000000,0.000000,0.000000,0.000003,0.041994,0.000000
6656,"Tesla K20c (0)","2","14","quicksort(int*, int)",0.000000,99.983462,7.691925,0.048858,0.015625,10.787076,998.291016,7.691925,0.048858,0.165102,0.000000,0.000000,0.000000,0.000000,0.000000,195.355469,15.596607,7.799155,86.296612,0.000003,0.000000,12.500000,12.500000,100.000000,0.000000,82.015196,0.000000,"<INVALID>",3.125000,0.000000,0.056907,3702898.000000,1.046532,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,26620,45959,0,0,303974,27472,0,9,0,672,54938,340481,27490,30.229109,52.180416,0.000000,0.000000,96.660756,7.804265,0.000000,2.616211,3.059566,425280,425280,410656,410656,0,0,0,0,0,0,0,0,0,9.933948,31.005347,58.733465,0.000000,0.000000,0.161574,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",3702898,4314255,3173604,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,1880246,0,300199,404025,986897,0,0.000000,0,0.000000,288893,27476,0,7.800291,0,28124,7.984255,0.165146,0.000519,0.000000,0.000000,0.000000,0.000000,0.041861,0.000000
