7168,"Tesla K20c (0)","2","14","quicksort(int*, int)",0.000000,99.984668,7.691960,0.048473,0.015625,10.807056,943.773438,7.691960,0.048473,0.166573,0.000000,0.000000,0.000000,0.000000,0.000000,3.890625,14.742917,7.373231,86.456453,0.000000,0.000000,12.500000,12.500000,99.996484,0.000000,86.459494,0.000000,0.005939,3.124999,0.000000,0.056535,4119387.000000,1.041166,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,28668,49587,0,0,341324,29109,0,6,0,15,58204,377131,29119,29.046110,50.241016,0.000000,0.000000,95.526271,7.375764,0.000000,1.555664,3.062167,471048,471042,455833,455833,0,0,0,0,0,0,0,0,0,9.952934,30.668370,59.070441,0.000000,0.000000,0.155012,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",4119387,4805567,3539913,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,2088925,0,337501,448688,1103755,0,0.000000,0,0.000000,341336,29119,0,7.375764,0,29097,7.370192,0.152779,0.000462,0.000000,0.000000,0.000000,0.000003,0.041647,0.000000
7680,"Tesla K20c (0)","2","14","quicksort(int*, int)",0.000000,100.000000,7.692019,0.048029,0.015625,10.818867,904.572266,7.692019,0.048029,0.168294,0.000000,0.000000,0.000000,0.000000,0.000000,3.446289,14.131035,7.066976,86.550936,0.000000,0.000000,12.500000,12.500000,100.000000,0.000000,86.553629,0.000000,0.002876,3.125000,0.000000,0.056095,4607082.000000,1.035717,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,30716,53143,0,0,385690,31492,0,4,0,15,62971,425615,30104,27.571350,47.702314,0.000000,0.000000,95.510324,6.755501,0.000000,941.000000,3.064489,525280,525280,508699,508699,0,0,0,0,0,0,0,0,0,9.917817,30.294643,59.513281,0.000000,0.000000,0.146879,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",4607082,5382614,3975308,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,2330122,0,381439,501041,1243155,0,0.000000,0,0.000000,385702,31492,0,7.066976,0,31492,7.066976,0.126970,0.000409,0.000000,0.000000,0.000000,0.000002,0.041429,0.000000
8192,"Tesla K20c (0)","2","14","quicksort(int*, int)",0.000000,100.000000,7.691762,0.048033,0.015625,10.860641,884.655273,7.691762,0.048033,0.168942,0.000000,0.000000,0.000000,0.000000,0.000000,151.016602,13.814431,6.911374,86.885126,0.000000,0.000000,12.500000,12.500000,99.990662,0.000000,86.893241,0.000000,0.008650,3.124999,0.000000,0.056067,5094455.000000,1.034656,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,32764,56735,0,0,428305,34070,0,5,0,727,68099,472391,34083,26.585767,46.036611,0.000000,0.000000,95.828327,6.914011,0.000000,1.038086,3.066178,578175,578175,560043,560043,0,0,0,0,0,0,0,0,0,9.956715,30.240705,59.528914,0.000000,0.000000,0.141722,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",5094455,5955123,4395767,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,2578718,0,423535,551874,1377692,0,0.000000,0,0.000000,428345,34070,0,6.911374,0,36154,7.334130,0.131576,0.000368,0.000000,0.000000,0.000000,0.000000,0.041386,0.000000
8704,"Tesla K20c (0)","2","14","quicksort(int*, int)",0.000000,100.000000,7.692072,0.047705,0.015625,10.911385,817.941406,7.692072,0.047705,0.170608,0.000000,0.000000,0.000000,0.000000,0.000000,2.731445,12.780166,6.390172,87.291083,0.000000,0.000000,12.500000,12.500000,100.000000,0.000000,87.297487,0.000000,0.008924,3.125000,0.000000,0.055847,5778024.000000,1.029858,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,34812,60315,0,0,490702,35922,0,4,0,15,71843,542304,35948,24.770856,42.917792,0.000000,0.000000,96.470574,6.394797,0.000000,746.000000,3.070119,649396,649388,630428,630428,0,0,0,0,0,0,0,0,0,9.978610,29.931108,59.818350,0.000000,0.000000,0.131975,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",5778024,6763927,4989300,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,2928266,0,485776,621751,1570120,0,0.000000,0,0.000000,490738,35933,0,6.392129,0,35924,6.390528,0.139635,0.000322,0.000000,0.000000,0.000000,0.000000,0.041194,0.000000
9216,"Tesla K20c (0)","2","14","quicksort(int*, int)",0.000000,100.000000,7.692102,0.047376,0.015625,10.927011,776.320312,7.692102,0.047376,0.172239,0.000000,0.000000,0.000000,0.000000,0.000000,2.471680,12.129040,6.065002,87.416096,0.000000,0.000000,12.500000,12.500000,100.000000,0.000000,87.420602,0.000000,0.006198,3.125000,0.000000,0.055468,6333784.000000,1.025787,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,36860,63875,0,0,543147,37684,0,10,0,15,75362,600040,36013,23.729541,41.121119,0.000000,0.000000,96.572666,5.796065,0.000000,1.647461,3.072241,710476,710469,690758,690758,0,0,0,0,0,0,0,0,0,9.981023,29.641379,60.137754,0.000000,0.000000,0.126352,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",6333784,7424609,5492184,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,3200221,0,538103,681566,1732517,0,0.000000,0,0.000000,543175,37692,0,6.066290,0,37676,6.063715,0.113198,0.000293,0.000000,0.000000,0.000000,0.000000,0.041031,0.000000
9728,"Tesla K20c (0)","2","14","quicksort(int*, int)",0.000000,99.988718,7.692119,0.047383,0.015625,10.951933,757.392578,7.692119,0.047383,0.172540,0.000000,0.000000,0.000000,0.000000,0.000000,2.273438,11.837375,5.917133,87.615468,0.000000,0.000000,12.500000,12.500000,99.997973,0.000000,87.622574,0.000000,0.007597,3.125000,0.000000,0.055549,6888595.000000,1.025696,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,38908,67479,0,0,591839,39970,0,6,0,15,79961,650748,39993,23.039661,39.951975,0.000000,0.000000,96.336319,5.920538,0.000000,931.000000,3.073638,768891,768885,747909,747909,0,0,0,0,0,0,0,0,0,10.010611,29.594303,60.144124,0.000000,0.000000,0.122694,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",6888595,8077135,5965663,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,3487256,0,586419,738196,1884712,0,0.000000,0,0.000000,591887,39970,0,5.917133,0,39981,5.918761,0.127997,0.000270,0.000000,0.000000,0.000000,0.000002,0.041028,0.000000
10240,"Tesla K20c (0)","2","14","quicksort(int*, int)",0.000000,100.000000,7.692137,0.047023,0.015625,10.966801,711.907227,7.692137,0.047023,0.173975,0.000000,0.000000,0.000000,0.000000,0.000000,5.472656,11.120485,5.561779,87.734408,0.000000,0.000000,12.500000,12.500000,100.000000,0.000000,87.734408,0.000000,0.000000,3.125000,0.000000,0.055204,7577076.000000,1.020744,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,40956,71055,0,0,656646,41627,0,1,0,40,83231,720436,41629,21.888509,37.974607,0.000000,0.000000,96.257384,5.562046,0.000000,140.000000,3.076128,842112,842112,820504,820504,0,0,0,0,0,0,0,0,0,10.023868,29.327842,60.415703,0.000000,0.000000,0.116592,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",7577076,8895493,6579232,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,3830656,0,651167,810284,2083978,0,0.000000,0,0.000000,656646,41627,0,5.561779,0,41639,5.563382,0.115751,0.000243,0.000000,0.000000,0.000000,0.000001,0.040830,0.000000
10752,"Tesla K20c (0)","2","14","quicksort(int*, int)",0.000000,100.000000,7.692149,0.047018,0.015625,10.984639,704.145508,7.692149,0.047018,0.174274,0.000000,0.000000,0.000000,0.000000,0.000000,2.535156,10.996710,5.501141,87.877113,0.000000,0.000000,12.500000,12.500000,100.000000,0.000000,87.877113,0.000000,0.000000,3.125000,0.000000,0.055211,8176167.000000,1.020202,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,43004,74647,0,0,709788,44433,0,5,0,20,88821,778268,44436,21.296879,36.967448,0.000000,0.000000,96.355454,5.501512,0.000000,649.000000,3.077025,905982,905982,882603,882603,0,0,0,0,0,0,0,0,0,10.028141,29.295869,60.440990,0.000000,0.000000,0.113472,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",8176167,9601009,7096359,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,4137207,0,703674,871872,2250548,0,0.000000,0,0.000000,709788,44433,0,5.501141,0,44407,5.497921,0.121303,0.000224,0.000000,0.000000,0.000000,0.000000,0.040808,0.000000
11264,"Tesla K20c (0)","2","14","quicksort(int*, int)",0.000000,100.000000,7.692153,0.046781,0.015625,10.983985,693.957031,7.692153,0.046781,0.175202,0.000000,0.000000,0.000000,0.000000,0.000000,84.078125,10.840541,5.421539,87.871883,0.000000,0.000000,12.500000,12.500000,100.000000,0.000000,83.793591,0.000000,"<INVALID>",3.125000,0.000000,0.054971,8733673.000000,1.018160,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,45052,78279,0,0,761983,47013,0,5,0,712,94004,835651,47019,20.781587,36.108539,0.000000,0.000000,96.367277,5.422231,0.000000,604.000000,3.077693,968461,968461,943567,943567,0,0,0,0,0,0,0,0,0,9.985720,29.095388,60.709662,0.000000,0.000000,0.110473,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",8733673,10263981,7604251,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,4407990,0,755351,932327,2413819,0,0.000000,0,0.000000,726618,47013,0,5.421539,0,47682,5.498688,0.098548,0.000208,0.000000,0.000000,0.000000,0.000000,0.040726,0.000000
11776,"Tesla K20c (0)","2","14","quicksort(int*, int)",0.000000,99.989143,7.692173,0.046607,0.015625,11.033098,653.193359,7.692173,0.046607,0.176560,0.000000,0.000000,0.000000,0.000000,0.000000,1.611328,10.205944,5.103077,88.264791,0.000001,0.000000,12.500000,12.500000,99.999049,0.000000,88.269409,0.000000,0.007756,3.125000,0.000000,0.054809,9560038.000000,1.016491,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,47100,81831,0,0,840933,48619,0,1,0,15,97236,876933,48649,19.774568,34.356107,0.000000,0.000000,92.043371,5.106225,0.000000,110.000000,3.080076,1055758,1055751,1030235,1030235,0,0,0,0,0,0,0,0,0,10.014426,28.924351,60.868660,0.000000,0.000000,0.105082,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",9560038,11248114,8344360,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,4818795,0,834268,1018483,2655429,0,0.000000,0,0.000000,840977,48644,0,5.105700,0,48599,5.100977,0.087290,0.000191,0.000000,0.000000,0.000000,0.000000,0.040660,0.000000
12288,"Tesla K20c (0)","2","14","quicksort(int*, int)",0.000000,100.000000,7.692184,0.046528,0.015625,11.054337,609.478516,7.692184,0.046528,0.177131,0.000000,0.000000,0.000000,0.000000,0.000000,5.404297,9.520711,4.761555,88.434695,0.000001,0.000000,12.500000,12.500000,100.000000,0.000000,88.435846,0.000000,0.003192,3.125000,0.000000,0.054805,10438867.000000,1.014111,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,49148,85439,0,0,921482,49615,0,1,0,55,99205,1015939,49616,18.866948,32.798348,0.000000,0.000000,97.499741,4.761651,0.000000,100.000000,3.082564,1143419,1143412,1117951,1117951,0,0,0,0,0,0,0,0,0,10.045803,28.805794,60.936842,0.000000,0.000000,0.100385,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",10438867,12287918,9094354,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,5277069,0,915084,1105684,2900598,0,0.000000,0,0.000000,921494,49634,0,4.763378,0,49632,4.763186,0.111003,0.000174,0.000000,0.000000,0.000000,0.000000,0.040564,0.000000
12800,"Tesla K20c (0)","2","14","quicksort(int*, int)",0.000000,100.000000,7.692192,0.046350,0.015625,11.046802,604.576172,7.692192,0.046350,0.177929,0.000000,0.000000,0.000000,0.000000,0.000000,1.846680,9.445783,4.723252,88.374413,0.000000,0.000000,12.500000,12.500000,99.997551,0.000000,88.377659,0.000000,0.005230,3.125000,0.000000,0.054621,11066923.000000,1.012163,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,51196,88983,0,0,980056,52380,0,5,0,20,104752,1079424,52399,18.465950,32.091604,0.000000,0.000000,97.334705,4.724965,0.000000,472.000000,3.083011,1212629,1212622,1185392,1185392,0,0,0,0,0,0,0,0,0,10.026857,28.674504,61.103809,0.000000,0.000000,0.098131,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",11066923,13036052,9662761,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,5585695,0,973042,1172615,3083389,0,0.000000,0,0.000000,980092,52398,0,4.724874,0,52380,4.723252,0.096534,0.000164,0.000000,0.000000,0.000000,0.000001,0.040487,0.000000
13312,"Tesla K20c (0)","2","14","quicksort(int*, int)",0.000000,99.991768,7.692199,0.046262,0.015625,11.051885,599.683594,7.692199,0.046262,0.178115,0.000000,0.000000,0.000000,0.000000,0.000000,1.734375,9.369898,4.685033,88.415082,0.000001,0.000000,12.500000,12.500000,100.000000,0.000000,88.417454,0.000000,0.004366,3.125000,0.000000,0.054476,11759758.000000,1.010054,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,53244,92543,0,0,1043951,55318,0,8,0,20,110634,1145875,55332,18.037523,31.346989,0.000000,0.000000,97.047306,4.686219,0.000000,710.000000,3.083570,1287499,1287493,1258344,1258344,0,0,0,0,0,0,0,0,0,10.021126,28.589679,61.203294,0.000000,0.000000,0.095822,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",11759758,13854345,10275122,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,5931621,0,1036232,1245056,3282482,0,0.000000,0,0.000000,1043979,55338,0,4.686727,0,55321,4.685287,0.089926,0.000153,0.000000,0.000000,0.000000,0.000000,0.040402,0.000000
13824,"Tesla K20c (0)","2","14","quicksort(int*, int)",0.000000,100.000000,7.692207,0.046198,0.015625,11.079916,575.014648,7.692207,0.046198,0.178905,0.000000,0.000000,0.000000,0.000000,0.000000,1.608398,8.983118,4.492305,88.639331,0.000000,0.000000,12.500000,12.500000,99.998937,0.000000,88.642159,0.000000,0.004216,3.125000,0.000000,0.054481,12670272.000000,1.009564,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,55292,96147,0,0,1128654,57201,0,5,0,20,114383,1188298,57223,17.369524,30.203785,0.000000,0.000000,93.323499,4.494033,0.000000,411.000000,3.085146,1381124,1381124,1351102,1351102,0,0,0,0,0,0,0,0,0,10.059910,28.519877,61.231586,0.000000,0.000000,0.092306,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",12670272,14937052,11072145,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,6396306,0,1120764,1337294,3541909,0,0.000000,0,0.000000,1128690,57215,0,4.493404,0,57175,4.490263,0.096179,0.000143,0.000000,0.000000,0.000000,0.000001,0.040383,0.000000
14336,"Tesla K20c (0)","2","14","quicksort(int*, int)",0.000000,99.991087,7.692214,0.046064,0.015625,11.085031,558.146484,7.692214,0.046064,0.179280,0.000000,0.000000,0.000000,0.000000,0.000000,3.006836,8.719648,4.360521,88.680247,0.000001,0.000000,12.500000,12.500000,100.000000,0.000000,88.681422,0.000000,0.002604,3.125000,0.000000,0.054322,13513694.000000,1.006969,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,57340,99739,0,0,1207839,59391,0,0,0,40,118763,1329351,59422,16.839746,29.291583,0.000000,0.000000,97.601730,4.362798,0.000000,0.000000,3.086228,1469789,1469789,1438621,1438621,0,0,0,0,0,0,0,0,0,10.049651,28.402768,61.365034,0.000000,0.000000,0.089464,"Low (1)","Low (1)","Idle (0)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Idle (0)",13513694,15936425,11816422,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,6820091,0,1199625,1424309,3785368,0,0.000000,0,0.000000,1207855,59408,0,4.361770,0,59377,4.359493,0.092950,0.000133,0.000000,0.000000,0.000000,0.000001,0.040279,0.000000
