256,"Tesla K20c (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,96.757966,1.565907,0.860630,78.493396,558.175258,96.757966,1.565907,0.299168,0.000000,0.086445,0.000000,0.000000,0.000000,896.746163,979.327757,558.175258,139.543815,0.000000,0.000000,56.250000,100.000000,99.706078,0.000000,139.543815,0.000000,0.000000,100.000000,0.000000,2.009743,2973.000000,41.492844,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,1572864,4096,0,2,0,13161,14373,2097322,9078,0.000000,0.000000,0.000000,0.000000,139.555126,618.544311,0.000000,139.542969,99.899092,323541,270336,1991974,1050624,33554432,0,0,16777216,0,0,0,0,0,7.517312,21.457414,21.667972,0.000000,0.000000,2.088650,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","High (7)","Low (1)","Idle (0)",6088704,7914899,6536391,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,126484480,0,8454144,33619968,9306112,0,0.000000,0,0.000000,2097152,8192,0,558.175258,0,13172,897.495666,18.343033,0.126653,2.146844,0.000000,13.317774,15.481193,9.586480,0.000000
512,"Tesla K20c (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,98.147834,1.618399,0.976750,84.638013,300.935156,98.147834,1.618399,0.305709,0.000000,0.086699,0.000000,0.000000,0.000000,1.522055,449.060862,300.935156,150.467578,0.000000,0.000000,56.250000,100.000000,99.357653,0.000000,150.467578,0.000000,0.003997,100.000000,0.000000,2.098181,5917.000000,43.594572,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,12582912,16384,0,9,0,169710,48897,16778363,33393,0.000000,0.000000,0.000000,0.000000,150.477865,306.675038,0.000000,84.637695,99.949299,2276655,2129920,16757948,8396800,268435456,0,0,134217728,0,0,0,0,0,7.498846,19.227609,22.122090,0.000000,0.000000,2.044368,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","High (7)","Low (1)","Idle (0)",48472064,63290428,52594606,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,1009254400,0,67371008,268697600,70778880,0,0.000000,0,0.000000,16777216,33440,0,307.106677,0,85720,787.236376,18.967947,0.013932,2.272857,0.000000,13.728274,16.396935,11.373278,0.000000
768,"Tesla K20c (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,98.890537,1.606942,0.981177,84.537831,200.385969,98.890537,1.606942,0.302888,0.000000,0.086785,0.000000,0.000000,0.000000,7.347633,301.405199,200.385969,150.289478,0.000000,0.000000,56.250000,100.000000,96.844836,0.000000,150.289478,0.000000,0.000663,100.000000,0.000000,2.094112,8861.000000,43.519695,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,42467328,36864,0,7,0,2768296,110896,56629035,70060,0.000000,0.000000,0.000000,0.000000,150.305220,190.416680,0.000000,19.481445,99.966144,7514686,7151616,56808004,28329984,905969664,0,0,452984832,0,0,0,0,0,7.339250,18.973506,23.117902,0.000000,0.000000,1.974510,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","High (7)","Low (1)","Idle (0)",163325952,212795373,176912597,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,3403284480,0,227082240,906559488,234749952,0,0.000000,0,0.000000,56623104,74104,0,201.407904,0,968840,2.571503,18.726828,0.004151,2.295959,0.000000,13.824722,16.039131,11.236560,0.000000
1024,"Tesla K20c (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.305294,1.610832,0.991325,85.458178,151.925650,99.305294,1.610832,0.299729,0.000000,0.086828,0.000000,0.000000,0.000000,11.693485,223.133843,151.925650,151.925650,0.000000,0.000000,56.250000,100.000000,94.806765,0.000000,151.925650,0.000000,0.000000,100.000000,0.000000,2.092030,11805.000000,43.485750,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,100663296,65536,0,5,0,10330533,192506,134228066,124815,0.000000,0.000000,0.000000,0.000000,151.937352,144.673157,0.000000,5.934570,99.974587,17551916,16908288,134871055,67141632,2147483648,0,0,1073741824,0,0,0,0,0,7.258476,18.723740,23.807614,0.000000,0.000000,1.932906,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","High (7)","Low (1)","Idle (0)",386826240,502769322,418018519,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,8063549440,0,537919488,2148532224,551550976,0,0.000000,0,0.000000,134217728,131072,0,151.925650,0,3606916,4.082792,18.530960,0.001740,2.310930,0.000000,13.802136,15.942429,11.272447,0.000000
1280,"Tesla K20c (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.762280,1.609456,0.994581,85.500408,121.600580,99.762280,1.609456,0.300218,0.000000,0.086853,0.000000,0.000000,0.000000,12.981430,180.834550,121.600580,152.000725,0.000000,0.000000,56.250000,100.000000,94.746742,0.000000,152.000725,0.000000,0.000084,100.000000,0.000000,2.091892,14749.000000,43.485968,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,196608000,102400,0,5,0,22388078,304562,262163793,205284,0.000000,0.000000,0.000000,0.000000,152.012202,121.887957,0.000000,3.039062,99.979660,34089191,32972800,263771597,131123200,4194304000,0,0,2097152000,0,0,0,0,0,7.236612,18.634952,23.896606,0.000000,0.000000,1.926853,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","High (7)","Low (1)","Idle (0)",755148800,981858200,816530955,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,15745024000,0,1050214400,4195942400,1071513600,0,0.000000,0,0.000000,262144000,205020,0,121.731206,0,7972448,4.622718,18.575582,0.001037,2.323166,0.000000,13.822340,15.906018,11.285847,0.000000
1536,"Tesla K20c (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.842254,1.609468,0.994879,85.797076,101.685423,99.842254,1.609468,0.297715,0.000000,0.086871,0.000000,0.000000,0.000000,14.548400,151.455119,101.685423,152.528135,0.000000,0.000000,56.250000,100.000000,93.673286,0.000000,152.528135,0.000000,0.000000,100.000000,0.000000,2.089412,17693.000000,43.430735,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,339738624,147456,0,8,0,43206486,439256,453011868,295130,0.000000,0.000000,0.000000,0.000000,152.537239,101.760590,0.000000,2.824219,99.983044,58652637,56918016,455709014,226566144,7247757312,0,0,3623878656,0,0,0,0,0,7.182094,18.555996,24.425098,0.000000,0.000000,1.898833,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","High (7)","Low (1)","Idle (0)",1304469504,1692829974,1407488123,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,27202682880,0,1814298624,7250116608,1844969472,0,0.000000,0,0.000000,452984832,294912,0,101.685423,0,14662802,4.937229,18.373699,0.000604,2.325939,0.000000,13.781959,15.781716,11.222745,0.000000
1792,"Tesla K20c (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.823901,1.609614,0.997530,85.801454,87.163382,99.823901,1.609614,0.298047,0.000000,0.086883,0.000000,0.000000,0.000000,14.909607,128.893702,87.163382,152.535918,0.000000,0.000000,56.250000,100.000000,93.574403,0.000000,152.535918,0.000000,0.000000,100.000000,0.000000,2.089252,20637.000000,43.434418,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,539492352,200704,0,5,0,70310161,593586,683395336,401438,0.000000,0.000000,0.000000,0.000000,144.917256,87.169896,0.000000,1.111328,99.985463,92852062,90316800,725033901,359761920,11509170176,0,0,5754585088,0,0,0,0,0,7.170393,18.490989,24.370335,0.000000,0.000000,1.896441,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","High (7)","Low (1)","Idle (0)",2070964224,2688330638,2235557457,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,43191500800,0,2880503808,11512381440,2922250240,0,0.000000,0,0.000000,719323136,401408,0,87.163382,0,23957369,5.080275,18.421584,0.000320,2.325174,0.000000,13.801377,15.848562,11.288478,0.000000
2048,"Tesla K20c (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.909941,1.609137,0.997092,85.869561,76.328498,99.909941,1.609137,0.298051,0.000000,0.086892,0.000000,0.000000,0.000000,14.551504,112.125825,76.328498,152.656997,0.000000,0.000000,56.250000,100.000000,93.666534,0.000000,152.656997,0.000000,0.000026,100.000000,0.000000,2.089031,23581.000000,43.429141,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,805306368,262144,0,9,0,102350750,770174,1073811953,524297,0.000000,0.000000,0.000000,0.000000,152.666967,76.329808,0.000000,1.340820,99.987278,138504021,134742016,1081594751,537001984,17179869184,0,0,8589934592,0,0,0,0,0,7.172463,18.508074,24.409585,0.000000,0.000000,1.896056,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","High (7)","Low (1)","Idle (0)",3090808832,4012027215,3336267859,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,64466452480,0,4299161600,17184063488,4353687552,0,0.000000,0,0.000000,1073741824,524572,0,76.369844,0,34577393,4.915968,18.386292,0.000216,2.327424,0.000000,13.804134,15.823181,11.265012,0.000000
2304,"Tesla K20c (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.725557,1.608913,0.999016,85.713742,67.724438,99.725557,1.608913,0.298563,0.000000,0.086899,0.000000,0.000000,0.000000,14.603435,98.911470,67.724438,152.379986,0.000000,0.000000,56.250000,100.000000,93.646769,0.000000,152.379986,0.000000,0.000000,100.000000,0.000000,2.089386,26525.000000,43.442543,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,1146617856,331776,0,8,0,146515821,969117,1528925840,663695,0.000000,0.000000,0.000000,0.000000,152.390156,67.739033,0.000000,856.000000,99.988690,196891808,191766528,1541842506,764577792,24461180928,0,0,12230590464,0,0,0,0,0,7.170784,18.466942,24.374819,0.000000,0.000000,1.895267,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","High (7)","Low (1)","Idle (0)",4400179200,5713912048,4752125858,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,91782512640,0,6120603648,24466489344,6189613056,0,0.000000,0,0.000000,1528823808,663552,0,67.724438,0,49608420,4.944540,18.404095,0.000175,2.322903,0.000000,13.816514,15.871405,11.313952,0.000000
2560,"Tesla K20c (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.939919,1.609101,0.997714,85.912055,61.093017,99.939919,1.609101,0.298147,0.000000,0.086905,0.000000,0.000000,0.000000,14.680731,91.477843,61.093017,152.732542,0.000000,0.000000,56.250000,100.000000,93.623171,0.000000,152.732542,0.000000,0.000003,100.000000,0.000000,2.088911,29469.000000,43.428930,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,1572864000,409600,0,1,0,201579331,1226632,2097273469,819240,0.000000,0.000000,0.000000,0.000000,152.741388,61.096000,0.000000,78.000000,99.989820,270105327,262963200,2113331538,1048780800,33554432000,0,0,16777216000,0,0,0,0,0,7.166970,18.487696,24.432363,0.000000,0.000000,1.894581,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","High (7)","Low (1)","Idle (0)",6035251200,7834550502,6515283935,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,125894656000,0,8395161600,33560985600,8480358400,0,0.000000,0,0.000000,2097152000,819272,0,61.098386,0,68337914,4.976951,18.386284,0.000129,2.328431,0.000000,13.806387,15.825590,11.274800,0.000000
