2048,"Tesla K20c (0)","2","14","quicksort(int*, int)",0,0,0,0,0,0,0,0,687,5,8414,8414,1643,2125,2135,2072,218,4,8,0,2087,2128,2137,2074,11583,11338,11396,11200,11583,11326,11396,11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13212,12331,12467,12636,2093,2130,2142,2075,156757289,0,0,45505,0,0,0,0,8426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,653509,340930,202289,653510,0,0,8188,13739,45505,10452,12053911,12053910,1,629868,8188,0,13739,0,0,0,45505,8426,0,0,0,0,8188,13739,0,0,45505,10452,0,0
2560,"Tesla K20c (0)","2","14","quicksort(int*, int)",0,0,0,0,0,0,0,0,15,10,10494,10260,2574,2673,2549,2580,8,4,8,0,2574,2677,2551,2588,16377,16183,15045,16299,16377,16183,15045,16299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,18050,18955,16685,17990,2574,2682,2553,2581,217046830,0,0,63904,0,0,0,0,10383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,889522,464305,277159,889522,0,0,10236,17315,63904,12923,16692262,16692262,1,860122,10236,0,17315,0,0,0,63904,10383,0,0,0,0,10236,17315,0,0,63904,12923,0,0
3072,"Tesla K20c (0)","2","14","quicksort(int*, int)",0,0,0,0,0,0,0,0,10,5,12659,12747,3175,3156,3158,3210,4,4,4,0,3177,3160,3160,3217,19924,20889,20638,20479,19924,20889,20638,20479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,23309,22997,22658,22843,3174,3161,3164,3218,277546945,0,0,81930,0,0,0,0,12711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1124462,588697,350813,1124462,0,0,12284,20871,81930,15765,21343994,21343994,1,1088756,12284,0,20871,0,0,0,81930,12711,0,0,0,0,12284,20871,0,0,81930,15765,0,0
3584,"Tesla K20c (0)","2","14","quicksort(int*, int)",0,0,0,0,0,0,0,0,25,10,14976,15104,3766,3720,3780,3770,8,4,8,0,3767,3723,3786,3772,26655,28504,25782,27416,26655,28504,25782,27416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,5,30035,32148,27931,29989,3767,3724,3786,3774,362428482,0,0,108357,0,0,0,0,15048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1437946,768108,444203,1437946,0,0,14332,24471,108357,18604,27875340,27875340,1,1395952,14332,0,24471,0,0,0,108357,15048,0,0,0,0,14332,24471,0,0,108357,18604,0,0
4096,"Tesla K20c (0)","2","14","quicksort(int*, int)",0,0,0,0,0,0,0,0,15,5,16720,16395,4172,4184,4150,4049,8,4,4,0,4174,4191,4154,4052,33621,33783,33446,34932,33621,33783,33446,34932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,38453,36483,36755,39217,4180,4191,4158,4052,450940958,0,0,135782,0,0,0,0,16571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1761686,941632,546839,1761686,0,0,16380,28035,135782,20641,34683879,34683880,1,1714584,16380,0,28035,0,0,0,135782,16571,0,0,0,0,16380,28035,0,0,135782,20641,0,0
4608,"Tesla K20c (0)","2","14","quicksort(int*, int)",0,0,0,0,0,0,0,0,10,5,18700,18714,4674,4672,4657,4706,4,4,4,0,4677,4678,4658,4703,42105,42045,40018,40583,42105,42045,40018,40583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,46584,45605,45134,44570,4677,4678,3768,4703,542807200,0,0,164751,0,0,0,0,18716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2113419,1121256,662043,2113418,0,0,18428,31643,164751,23297,41750616,41750616,1,2060284,18428,0,31643,0,0,0,164751,18716,0,0,0,0,18428,31643,0,0,164751,23297,0,0
5120,"Tesla K20c (0)","2","14","quicksort(int*, int)",0,0,0,0,0,0,0,0,10,5,20866,21087,5179,5249,5299,5245,4,4,8,8,5177,5254,5301,5247,47839,47253,48662,48381,47839,47253,48662,40455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51943,53242,52126,53054,5178,5254,5305,5251,630795984,0,0,192135,0,0,0,0,20979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2432591,1309479,754948,2432590,0,0,20476,35219,192135,26068,48518754,48518754,1,2373262,20476,0,35219,0,0,0,192135,20979,0,0,0,0,20476,35219,0,0,192135,26068,0,0
5632,"Tesla K20c (0)","2","14","quicksort(int*, int)",0,0,0,0,0,0,0,0,10,5,22825,23052,5706,5709,5720,5806,4,4,4,0,5709,5715,5724,5809,59194,57493,54822,58141,59182,57485,54810,58141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,53179,61516,60539,63413,5714,5715,5724,5815,751312367,0,0,229618,0,0,0,0,22957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2850582,1556668,878063,2850582,0,0,22524,38803,229618,28557,57789086,57789086,1,2785474,22524,0,38803,0,0,0,229618,22957,0,0,0,0,22524,38803,0,0,229618,28557,0,0
6144,"Tesla K20c (0)","2","14","quicksort(int*, int)",0,0,0,0,0,0,0,0,10,5,24194,24692,6045,6052,6188,6154,4,16,4,0,6045,6055,6190,6156,63195,75777,59670,75780,63195,75777,59678,75772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,69327,81597,65339,82168,4886,6056,6191,6156,891049367,0,0,274414,0,0,0,0,24446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3347139,1836172,1032041,3347138,0,0,24572,42415,274414,30573,68538484,68538484,1,3276920,24572,0,42415,0,0,0,274414,24446,0,0,0,0,24572,42415,0,0,274414,30573,0,0
6656,"Tesla K20c (0)","2","14","quicksort(int*, int)",0,0,0,0,0,0,0,0,10,5,26993,26998,6804,6700,6698,6795,4,4,4,20,6811,6700,6701,6800,78812,73529,78198,74597,78812,73529,78198,60778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,4,87135,79780,84593,82596,6816,6706,6701,6800,988177216,0,0,305136,0,0,0,0,27012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3701859,2046901,1134904,3701858,0,0,26620,45991,305136,33641,76009994,76009994,1,3625014,26608,12,45991,0,0,0,305136,27012,0,0,0,0,26620,45991,0,0,305136,33641,0,0
